Te_Subseus,Entitat,Titularitat,Tipus_Equipament,Id_Seu_Principal,Es_subseu_de,Notes_Equipament,Nom_Districte,Id_Equipament,Es_seu_principal,Nom_Barri,Codi_Districte,Nom_Equipament,Codi_Barri,Latitud,_id,Longitud
NO,Alberto Pons Carrera,Titularitat privada,Sales de música en viu,,,,Ciutat Vella,453,1,el Raval,1,23Robadors ,1,41.3788539,1,2.163502
NO,Agrupació Congrés,Titularitat privada,Ateneus,,,,Sant Andreu,408,1,el Congrés i els Indians,9,Agrupació Congrés,62,41.424768,2,2.180450
NO,Confederació Sardanista de Catalunya,Titularitat privada,Ateneus,,,,Ciutat Vella,478,1,"Sant Pere, Santa Caterina i la Ribera",1,Agrupació Cultural Folklòrica Barcelona,4,41.3877756552004,3,2.179969802282483
NO,Grup Almodobar,Titularitat privada,Sales de música en viu,,,,Gràcia,394,1,la Vila de Gràcia,6,Almo2bar,31,41.4056165,4,2.1621234
NO,Grup Almodobar,Titularitat privada,Sales de música en viu,,,,Gràcia,393,1,la Vila de Gràcia,6,Almodobar,31,41.4034215,5,2.1677698
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Horta-Guinardó,332,1,el Baix Guinardó,7,AMDB. Arxiu Municipal Districte d'Horta-Guinardó,33,41.409960057,6,2.169191469
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Ciutat Vella,323,1,el Raval,1,AMDB. Arxiu Municipal Districte de Ciutat Vella,1,41.382300324,7,2.168061867
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Gràcia,324,1,Vallcarca i els Penitents,6,AMDB. Arxiu Municipal Districte de Gràcia,28,41.407459816,8,2.149757391
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Eixample,325,1,Sant Antoni,2,AMDB. Arxiu Municipal Districte de l'Eixample,10,41.376643701,9,2.159247358
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Les Corts,326,1,les Corts,4,AMDB. Arxiu Municipal Districte de les Corts,19,41.385612855,10,2.129754111
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Nou Barris,327,1,la Guineueta,8,AMDB. Arxiu Municipal Districte de Nou Barris,48,41.436813681,11,2.171212448
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Sant Andreu,328,1,Sant Andreu,9,AMDB. Arxiu Municipal Districte de Sant Andreu,60,41.436950581,12,2.192183512
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Sant Martí,329,1,la Vila Olímpica del Poblenou,10,AMDB. Arxiu Municipal Districte de Sant Martí,67,41.392407372,13,2.197707021
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Sants-Montjuïc,330,1,Hostafrancs,3,AMDB. Arxiu Municipal Districte de Sants-MontjuÏc,15,41.375377378,14,2.142256283
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius de districte,,,,Sarrià-Sant Gervasi,331,1,Sarrià,5,AMDB. Arxiu Municipal Districte Sarrià-St Gervasi,23,41.393875129,15,2.121169107
NO,Amics de la Unesco de Barcelona,Titularitat privada,Ateneus,,,,Eixample,479,1,l'Antiga Esquerra de l'Eixample,2,Amics de la Unesco de Barcelona,8,41.39052520368022,16,2.157912347982272
NO,Antic Teatre,Titularitat privada,Sales d'arts escèniques,,,,Ciutat Vella,137,1,"Sant Pere, Santa Caterina i la Ribera",1,Antic Teatre,4,41.387137228,17,2.175892194
NO,Autopark,Titularitat privada,Sales de música en viu,,,,Sants-Montjuïc,182,1,el Poble Sec,3,Apolo,11,41.374341941,18,2.169489768
NO,Artisteando Barcelona,Titularitat privada,Sales d'arts escèniques,,,,Eixample,245,1,la Nova Esquerra de l'Eixample,2,Aquitània Teatre,9,41.390208275,19,2.144701461
NO,Edificios y Espectáculos. Grup Balañá,Titularitat privada,Cinemes,,,,Eixample,334,1,la Nova Esquerra de l'Eixample,2,Arenas de Barcelona Multicines 3D,9,41.376006901,20,2.149957276
NO,Edificios y Espectáculos. Grup Balañá,Titularitat privada,Cinemes,,,,Eixample,364,1,l'Antiga Esquerra de l'Eixample,2,Aribau Multicines,8,41.384561732,21,2.161367847
NO,Ministerio de Cultura,Altres administracions públiques,Arxius i biblioteques patrimonials,,,,Sant Martí,74,1,el Parc i la Llacuna del Poblenou,10,Arxiu de la Corona d'Aragó,66,41.395265611,22,2.187388946
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius i biblioteques patrimonials,,,,Ciutat Vella,25,1,"Sant Pere, Santa Caterina i la Ribera",1,Arxiu Fotogràfic de Barcelona,4,41.386872640,23,2.181806284
NO,Institut de Cultura. Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius i biblioteques patrimonials,,,,Ciutat Vella,24,1,el Barri Gòtic,1,Arxiu Històric de la Ciutat de Barcelona,2,41.384253792,24,2.175866873
NO,Hospital de la Santa Creu i Sant Pau,Consorci o fundació amb presència administracions públiques,Arxius i biblioteques patrimonials,,,,Horta-Guinardó,367,1,el Guinardó,7,Arxiu Històric Hospital de la Sta. Creu i Sant Pau,35,41.413341,25,2.174335
NO,Ajuntament de Barcelona,Ajuntament de Barcelona,Arxius i biblioteques patrimonials,,,,Ciutat Vella,72,1,el Barri Gòtic,1,Arxiu Municipal Contemporani de Barcelona,2,41.383087426,26,2.178749468
NO,Ateneu Barcelonès,Titularitat privada,Ateneus,,,,Ciutat Vella,409,1,el Barri Gòtic,1,Ateneu Barcelonès,2,41.3846753,27,2.1717826000000287
NO,La Farinera Ateneu del Clot de Barcelona,Titularitat privada,Ateneus,,,,Sant Martí,410,1,el Clot,10,Ateneu del Clot,65,41.4218753,28,2.178068899999971
NO,Cor d'Horta,Titularitat privada,Ateneus,,,,Horta-Guinardó,411,1,Horta,7,Ateneu Hortenc,43,41.4301359,29,2.1602420000000393
NO,Bidó de Nou Barris,Ajuntament de Barcelona,Fàbriques de Creació,,,,Nou Barris,302,1,la Trinitat Nova,8,Ateneu Popular 9 Barris,53,41.448742312,30,2.180393289
NO,Centre Catòlic de Sants,Titularitat privada,Ateneus,,,,Sants-Montjuïc,414,1,Sants,3,Centre Catòlic de Sants,18,41.3743832,89,2.1348557999999684
NO,Edificios y Espectáculos. Grup Balañá,Titularitat privada,Cinemes,,,,Sarrià-Sant Gervasi,336,1,el Putxet i el Farró,5,Balmes Multicines,27,41.4071804,31,2.1386014
NO,Fundació Junta Constructora del Temple Expiatori de la Sagrada Família,Titularitat privada,Espais d'interès patrimonial,,,,Eixample,52,1,la Sagrada Família,2,Basílica de la Sagrada Família,6,41.403188985,32,2.174826626
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Ciutat Vella,77,1,la Barceloneta,1,Biblioteca Barceloneta - La Fraternitat,3,41.379201005,33,2.188854072
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Andreu,105,1,el Bon Pastor,9,Biblioteca Bon Pastor - Josefina Castellví,59,41.435164144,34,2.204659876
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Martí,224,1,el Camp de l'Arpa del Clot,10,Biblioteca Camp de l'Arpa - Caterina Albert,64,41.415766234,35,2.182280785
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Nou Barris,100,1,Canyelles,8,Biblioteca Canyelles - M Àngels Rivas,49,41.443773486,36,2.164322669
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sarrià-Sant Gervasi,92,1,les Tres Torres,5,Biblioteca Clarà,24,41.399909399,37,2.129455802
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sarrià-Sant Gervasi,93,1,"Vallvidrera, el Tibidabo i les Planes",5,Biblioteca Collserola - Josep Miracle,22,41.415359022,38,2.102528700
NO,Biblioteca de Catalunya. Generalitat de Catalunya,Altres administracions públiques,Arxius i biblioteques patrimonials,,,,Ciutat Vella,115,1,el Raval,1,Biblioteca de Catalunya,1,41.381057325,39,2.169793714
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Horta-Guinardó,96,1,el Carmel,7,Biblioteca El Carmel - Juan Marsé,37,41.421104560,40,2.155286623
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Martí,239,1,el Parc i la Llacuna del Poblenou,10,Biblioteca El Clot - Josep Benet,66,41.4019532,41,2.188806
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Eixample,82,1,la Nova Esquerra de l'Eixample,2,Biblioteca Esquerra de l'Eixample - Agustí Centelles,9,41.3864488,42,2.1527896
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Eixample,81,1,el Fort Pienc,2,Biblioteca Fort Pienc - Ana M. Moix,5,41.395555185,43,2.182447586
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sants-Montjuïc,87,1,la Marina de Port,3,Biblioteca Francesc Candel,13,41.361777512,44,2.136276613
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Ciutat Vella,78,1,"Sant Pere, Santa Caterina i la Ribera",1,Biblioteca Francesca Bonnemaison,4,41.386936575,45,2.175789976
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,"Biblioteca inaugurada la primavera de 2022 en substitució de la Biblioteca Sant Martí de Provençals, tancada definitivament el desembre de 2021.",Sant Martí,470,1,Sant Martí de Provençals,10,Biblioteca Gabriel García Márquez,72,41.417120,46,2.200328
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Ciutat Vella,79,1,el Barri Gòtic,1,Biblioteca Gòtic - Andreu Nin,2,41.378730324,47,2.175978504
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Horta-Guinardó,97,1,el Baix Guinardó,7,Biblioteca Guinardó - Mercè Rodoreda,33,41.414313258,48,2.165318095
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Horta-Guinardó,98,1,Horta,7,Biblioteca Horta - Can Mariner,43,41.431105502,49,2.160733590
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Andreu,107,1,Sant Andreu,9,Biblioteca Ignasi Iglésias - Can Fabra,60,41.434481450,50,2.190871493
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Gràcia,94,1,Vallcarca i els Penitents,6,Biblioteca Jaume Fuster,28,41.407459888,51,2.149757498
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Eixample,83,1,la Nova Esquerra de l'Eixample,2,Biblioteca Joan Miró,9,41.378816801,52,2.149230361
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Andreu,108,1,la Sagrera,9,Biblioteca La Sagrera - Marina Clotet,61,41.425875519,53,2.193764263
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Les Corts,91,1,la Maternitat i Sant Ramon,4,Biblioteca Les Corts - Miquel Llongueras,20,41.377777960,54,2.121760828
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Nou Barris,101,1,les Roquetes,8,Biblioteca Les Roquetes - Rafa Juncadella,50,41.445371792,55,2.177103706
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Horta-Guinardó,99,1,Montbau,7,Biblioteca Montbau - Albert Pérez Baró,40,41.429553532,56,2.142195427
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,Biblioteca inaugurada el 26 de gener de 2018.,Les Corts,403,1,les Corts,4,Biblioteca Montserrat Abelló,19,41.383722,57,2.1352722
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Nou Barris,102,1,la Guineueta,8,Biblioteca Nou Barris - Aurora Díaz Plaja ,48,41.436813681,58,2.171212448
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sants-Montjuïc,88,1,el Poble Sec,3,Biblioteca Poble Sec - Francesc Boix,11,41.373921824,59,2.164025015
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Martí,109,1,el Poblenou,10,Biblioteca Poblenou - Manuel Arranz,68,41.401373426,60,2.204525705
NO,Biblioteca Pública Arús,Ajuntament de Barcelona,Arxius i biblioteques patrimonials,,,,Eixample,113,1,el Fort Pienc,2,Biblioteca Pública Arús,5,41.392937252,61,2.178563570
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Martí,110,1,el Besòs i el Maresme,10,Biblioteca Ramon d'Alòs-Moner,70,41.416309274,62,2.211483280
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Eixample,84,1,la Sagrada Família,2,Biblioteca Sagrada Família - J. M. Ainaud de Lasarte,6,41.4055771,63,2.176118
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Eixample,85,1,Sant Antoni,2,Biblioteca Sant Antoni - Joan Oliver,10,41.377384776,64,2.162778079
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sarrià-Sant Gervasi,365,1,Sant Gervasi - la Bonanova,5,Biblioteca Sant Gervasi - Joan Maragall,25,41.4059495,65,2.136064
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Ciutat Vella,80,1,el Raval,1,Biblioteca Sant Pau - Santa Creu,1,41.381057326,66,2.169793857
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Eixample,86,1,la Dreta de l'Eixample,2,Biblioteca Sofia Barat,7,41.394674294,67,2.171504480
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Andreu,210,1,la Trinitat Vella,9,Biblioteca Trinitat Vella - José Barbero,57,41.449283144,68,2.190748711
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Gràcia,195,1,Vallcarca i els Penitents,6,Biblioteca Vallcarca i els Penitents - M. Antonieta Cot,28,41.420008234,69,2.139657303
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sants-Montjuïc,89,1,Sants,3,Biblioteca Vapor Vell,18,41.376897256,70,2.134733614
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Gràcia,95,1,la Vila de Gràcia,6,Biblioteca Vila de Gràcia - Rosa M. Arquimbau,31,41.401467067,71,2.158213802
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Nou Barris,103,1,Vilapicina i la Torre Llobeta,8,Biblioteca Vilapicina i la Torre Llobeta - Carmen Laforet,44,41.426885098,72,2.176452383
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Sant Martí,112,1,la Vila Olímpica del Poblenou,10,Biblioteca Xavier Benguerel,67,41.392407385,73,2.197710107
NO,Consorci de Biblioteques de Barcelona,Ajuntament de Barcelona,Biblioteques de Barcelona,,,,Nou Barris,104,1,Torre Baró,8,Biblioteca Zona Nord - Mària Sánchez,54,41.461237425,74,2.179875786
NO,Bikini,Titularitat privada,Sales de música en viu,,,,Les Corts,168,1,les Corts,4,Bikini Barcelona,19,41.389714424,75,2.135380995
NO,Boliche Cinemes,Titularitat privada,Cinemes,,,,Sarrià-Sant Gervasi,337,1,Sant Gervasi - Galvany,5,Boliche Cinemes,26,41.395305248,76,2.153688873
NO,Edificios y Espectáculos. Grup Balañá,Titularitat privada,Cinemes,,,"L'any 2021, la sala 9 d'aquest cinema es converteix en una sala d'arts escèniques.",Gràcia,338,1,la Vila de Gràcia,6,Bosque Multicines,31,41.401366050,77,2.151704124
NO,"Fundació Bancària Caixa d'Estalvis i Pensions de Barcelona, ""la Caixa""",Titularitat privada,Centres d'exposicions,,,,Sants-Montjuïc,60,1,la Font de la Guatlla,3,CaixaForum,14,41.371294526,78,2.149575441
NO,Fundació Vila Casas,Titularitat privada,Museus i col·leccions,,,,Sant Martí,39,1,el Parc i la Llacuna del Poblenou,10,Can Framis. Fundació Vila Casas,66,41.402912812,79,2.194947848
