addresses_neighborhood_id,addresses_neighborhood_name,secondary_filters_name,created,modified
2,el Barri Gòtic,Pensions,2015-07-22T09:19:18,2022-09-17T08:24:13.048212
68,el Poblenou,Pensions,2015-07-22T09:36:20,2022-09-17T08:24:13.937332
4,"Sant Pere, Santa Caterina i la Ribera",Pensions,2015-07-22T09:46:16,2022-09-17T08:24:13.954779
8,l'Antiga Esquerra de l'Eixample,Pensions,2015-07-22T09:50:11,2022-09-17T08:24:16.438737
7,la Dreta de l'Eixample,Pensions,2015-07-27T10:39:11,2022-09-17T08:25:48.817003
7,la Dreta de l'Eixample,Pensions,2015-07-27T10:42:45,2022-09-17T08:25:57.545966
8,l'Antiga Esquerra de l'Eixample,Pensions,2015-07-27T11:52:58,2022-09-17T08:25:59.307300
7,la Dreta de l'Eixample,Pensions,2015-07-23T11:13:32,2022-09-17T08:24:54.921061
15,Hostafrancs,Pensions,2015-07-23T13:34:25,2022-09-17T08:25:03.858091
1,el Raval,Pensions,2015-07-23T13:59:52,2022-09-17T08:25:06.685210
9,la Nova Esquerra de l'Eixample,Pensions,2015-07-24T12:15:55,2022-09-17T08:25:28.952557
2,el Barri Gòtic,Pensions,2015-07-24T13:50:19,2022-09-17T08:25:29.436184
15,Hostafrancs,Pensions,2015-07-24T14:07:35,2022-09-17T08:25:38.054664
2,el Barri Gòtic,Pensions,2015-07-27T09:20:46,2022-09-17T08:25:41.414187
7,la Dreta de l'Eixample,Pensions,2015-07-27T09:26:16,2022-09-17T08:25:43.190427
8,l'Antiga Esquerra de l'Eixample,Pensions,2015-07-27T09:33:31,2022-09-17T08:25:43.183687
2,el Barri Gòtic,Pensions,2015-07-27T10:11:35,2022-09-17T08:25:45.335060
31,la Vila de Gràcia,Pensions,2014-05-15T11:15:07,2022-09-17T08:01:44.280864
7,la Dreta de l'Eixample,Pensions,2005-07-05T14:31:51,2022-09-17T06:26:49.532970
1,el Raval,Pensions,2018-08-17T09:18:50,2022-09-17T10:54:00.262544
10,Sant Antoni,Pensions,1996-09-18T00:00:00,2023-10-03T10:16:44.366682
10,Sant Antoni,Pensions,1996-09-18T00:00:00,2023-10-03T10:16:44.271369
31,la Vila de Gràcia,Pensions,1996-09-18T00:00:00,2023-10-03T10:39:46.971803
2,el Barri Gòtic,Pensions,1996-09-18T00:00:00,2023-10-03T10:03:27.081658
1,el Raval,Pensions,1996-09-18T00:00:00,2023-10-03T10:03:38.718175
2,el Barri Gòtic,Pensions,1996-09-17T00:00:00,2023-10-03T10:03:58.749309
2,el Barri Gòtic,Pensions,1996-09-18T00:00:00,2023-10-03T10:03:36.363889
1,el Raval,Pensions,1996-09-18T00:00:00,2023-10-03T10:03:08.090797
1,el Raval,Pensions,1996-09-18T00:00:00,2023-10-03T10:03:41.979246
2,el Barri Gòtic,Pensions,1996-09-17T00:00:00,2023-10-03T10:03:54.915843
4,"Sant Pere, Santa Caterina i la Ribera",Pensions,1996-09-17T00:00:00,2023-10-03T10:04:09.189900
7,la Dreta de l'Eixample,Pensions,2018-08-20T10:22:14,2022-09-17T10:54:04.992094
1,el Raval,Pensions,2018-08-20T11:15:47,2022-09-17T10:54:07.740814
2,el Barri Gòtic,Pensions,1996-09-18T00:00:00,2023-10-03T10:04:00.627238
2,el Barri Gòtic,Pensions,1996-09-17T00:00:00,2023-10-03T10:03:57.296167
26,Sant Gervasi - Galvany,Pensions,1996-09-18T00:00:00,2023-10-03T10:44:16.165249
2,el Barri Gòtic,Pensions,1996-09-18T00:00:00,2023-10-03T10:04:00.846102
