addresses_neighborhood_id,addresses_neighborhood_name,name,created,modified
23,Sarrià,L'Estació dels FGC de Sarrià,2017-02-09T12:05:55,2021-09-09T02:16:39.681851
11,el Poble-sec,Fira Barcelona,1996-09-18T00:00:00,2024-03-07T14:26:07.265725
18,Sants,Centre Cívic Cotxeres de Sants,1984-05-30T00:00:00,2024-07-23T10:39:13.417344
31,la Vila de Gràcia,Edifici Puiggròs,2017-02-07T14:01:16,2021-09-09T02:16:06.194016
25,Sant Gervasi - la Bonanova,Parc Torrent Maduixer,2013-10-25T12:21:13,2024-11-21T15:01:42.917770
21,Pedralbes,Jardins Creu de Pedralbes,1999-12-01T00:00:00,2024-11-21T15:01:44.862884
31,la Vila de Gràcia,Oratori de Sant Felip Neri *Gràcia,2002-07-31T17:41:18,2022-09-17T05:58:19.363864
25,Sant Gervasi - la Bonanova,Centre Cívic Vil·la Florida,2007-03-27T09:49:55,2024-06-04T13:03:15.029752
2,el Barri Gòtic,Casa Sarriera,2017-01-27T13:17:27,2021-09-09T02:15:50.212536
71,Provençals del Poblenou,Parc del Centre del Poblenou,2008-02-26T14:55:46,2024-11-21T15:01:43.561392
11,el Poble-sec,Font Màgica - Fonts de Montjuïc *Aturada degut a la situació d'alerta per sequera,1995-03-28T00:00:00,2024-10-03T12:01:49.095863
25,Sant Gervasi - la Bonanova,Restaurant El Asador de Aranda *Av Tibidabo,1996-09-18T00:00:00,2023-10-03T10:44:47.012388
18,Sants,Federació Eix Comercial Sants-Les Corts,2007-09-19T19:22:02,2024-04-08T14:37:39.256725
70,el Besòs i el Maresme,Pèrgola Fotovoltaica al Parc del Fòrum,2004-03-10T15:58:00,2024-10-16T13:08:16.990191
5,el Fort Pienc,Escola Superior de Música de Catalunya,2001-03-22T00:00:00,2024-05-27T10:34:55.643476
16,la Bordeta,Casal Cívic i Comunitari Barcelona - Magòria,2006-05-12T11:58:13,2024-09-06T12:19:32.211111
25,Sant Gervasi - la Bonanova,Escola Business Engineering School - la Salle,2010-09-13T00:00:00,2022-09-17T07:26:06.256553
31,la Vila de Gràcia,Escola Superior de Disseny IED Barcelona,2002-04-24T00:00:00,2021-12-30T10:15:36.096936
4,"Sant Pere, Santa Caterina i la Ribera",Fundació Joan Brossa,2000-01-14T00:00:00,2024-01-22T09:13:00.122549
21,Pedralbes,Espai de Memòria de les Catorze Roses,2023-07-07T13:47:55.205141,2023-07-20T08:12:44.079105
20,la Maternitat i Sant Ramon,Pati Geològic,2023-07-07T13:55:22.444124,2023-07-20T09:12:11.807220
10,Sant Antoni,Edifici de la Fàbrica Moritz - Espai Gastronòmic i Cultural,2005-09-15T11:48:54,2022-09-17T06:28:39.200223
7,la Dreta de l'Eixample,Museu Egipci de Barcelona,2000-03-30T00:00:00,2024-05-29T13:20:48.268893
18,Sants,Masia la Petita Maria,2015-07-07T13:44:44,2021-09-09T02:15:15.573220
26,Sant Gervasi - Galvany,Forn de Pa Roura Vila,1996-09-18T00:00:00,2023-10-03T10:44:28.604838
30,la Salut,Hospital  Sociosanitari Mutuam Güell,2005-02-07T17:41:51,2022-09-17T06:22:28.297064
9,la Nova Esquerra de l'Eixample,Oasi MAC,2023-09-01T08:08:00.175061,2024-09-19T18:03:46.824509
60,Sant Andreu,Centre Municipal de Cultura Popular de Sant Andreu,2005-10-04T17:21:02,2022-09-17T06:29:54.329939
2,el Barri Gòtic,Museu de Cera de Barcelona,1996-09-17T00:00:00,2024-11-15T14:11:01.941638
1,el Raval,Pastisseria Escribà *La Rambla,1996-09-18T00:00:00,2023-10-03T10:03:27.169430
7,la Dreta de l'Eixample,Casa Serra,2001-01-16T00:00:00,2023-01-20T14:16:13.613949
1,el Raval,Plaça dels Àngels,2022-09-01T14:35:30.645594,2024-03-25T09:48:52.686039
23,Sarrià,La plaça de Sant Gaietà,2015-07-07T15:04:07,2021-09-09T02:15:16.451559
68,el Poblenou,Memorial en Record de les Víctimes de Trànsit,2019-05-28T11:23:23,2021-12-20T10:49:09.547947
20,la Maternitat i Sant Ramon,Colònia Carné,2017-02-09T17:20:55,2021-09-09T02:16:54.630445
21,Pedralbes,La plaça de Pedralbes,2017-02-10T09:33:12,2021-09-09T02:17:01.239936
21,Pedralbes,La Torre Blanca,2017-02-10T10:30:50,2022-09-17T08:52:44.469851
60,Sant Andreu,Pilar d'Aigua de Sant Andreu,2017-02-10T12:32:25,2022-09-17T08:52:48.361779
62,el Congrés i els Indians,La Plaça de les Havaneres,2017-02-10T12:37:15,2021-09-09T02:17:06.358233
25,Sant Gervasi - la Bonanova,Edifici La Rotonda,2006-08-07T14:19:24,2022-09-17T06:37:57.633480
3,la Barceloneta,Cooperativa Obrera Popular Segle XX,2017-01-26T13:59:25,2024-07-22T13:04:34.382340
3,la Barceloneta,La Maquinista Terrestre i Marítima,2017-01-26T14:47:44,2021-09-09T02:15:47.023354
1,el Raval,Unió de Cooperatives per a la Fabricació de Pastes per a Sopa,2017-01-26T15:46:45,2022-09-17T08:50:00.879922
65,el Clot,Centre Cultural La Farinera del Clot,1999-04-29T00:00:00,2024-08-01T07:58:44.836983
71,Provençals del Poblenou,MUHBA Museu d'Història de Barcelona - Oliva Artés,2015-05-08T13:38:48,2024-11-20T13:45:55.975287
70,el Besòs i el Maresme,Zona de Banys,2005-06-15T14:34:00,2024-06-10T12:30:10.102504
68,el Poblenou,L'Hort del Cànem,2022-12-02T10:44:01.134952,2022-12-02T12:51:57.618461
43,Horta,Carrer Aiguafreda,2017-02-06T09:46:29,2021-09-09T02:15:50.452911
31,la Vila de Gràcia,Casa Anoll,2017-02-06T12:30:06,2022-09-17T08:50:28.881441
28,Vallcarca i els Penitents,Casa Barangé,2017-02-06T12:44:38,2021-09-09T02:15:54.586051
25,Sant Gervasi - la Bonanova,Viaducte de Bellesguard,2006-01-11T10:41:27,2021-09-09T02:14:05.238297
31,la Vila de Gràcia,Plaça del Sol,2015-07-08T09:18:46,2021-09-09T02:15:24.797883
11,el Poble-sec,Museu Olímpic i de l'Esport Joan Antoni Samaranch de Barcelona,2007-03-22T00:00:00,2024-11-20T12:47:50.252646
2,el Barri Gòtic,Avinguda de la Catedral,2022-09-01T14:31:36.475631,2024-09-10T12:19:05.946942
11,el Poble-sec,Avinguda Maria Cristina,2022-09-01T14:39:43.127669,2024-09-16T10:32:50.891454
20,la Maternitat i Sant Ramon,Carrer Martí  i Franqués,2022-09-01T14:43:47.504394,2024-09-19T18:28:15.034070
11,el Poble-sec,Palau de la Premsa,2017-02-08T09:33:32,2024-10-29T13:41:52.364049
11,el Poble-sec,La Plaça del Sortidor,2017-02-08T11:13:44,2021-09-09T02:16:18.241138
31,la Vila de Gràcia,Conjunt de Torretes al carrer Verdi,2017-02-08T12:09:47,2022-09-17T08:51:39.092589
11,el Poble-sec,El Canal de la Infanta,2017-02-08T13:21:40,2021-09-09T02:16:23.134202
27,el Putxet i el Farró,Bodega Josefa,2017-02-08T13:24:44,2022-09-17T08:51:41.268572
9,la Nova Esquerra de l'Eixample,Antiga Seu Editorial Gustavo Gili,1998-12-27T00:00:00,2024-11-04T14:37:16.039932
69,Diagonal Mar i el Front Marítim del Poblenou,Platja de Llevant,2006-08-01T13:00:03,2023-05-02T09:15:10.276605
21,Pedralbes,"El camí de Finestrelles, i el mirador",2017-02-08T15:19:55,2021-09-09T02:16:24.510968
25,Sant Gervasi - la Bonanova,El passeig de Sant Gervasi,2017-02-09T10:14:36,2021-09-09T02:16:36.910864
25,Sant Gervasi - la Bonanova,El Submarí de la Ronda,2017-02-09T10:32:54,2021-09-09T02:16:32.124554
60,Sant Andreu,Cooperativa La Confiança Andreuenca,2017-02-09T12:10:41,2021-09-09T02:16:35.765583
25,Sant Gervasi - la Bonanova,Universitat Internacional de Catalunya,2000-12-20T00:00:00,2024-05-23T12:49:15.184054
7,la Dreta de l'Eixample,Forn de la Concepció,2015-07-07T11:43:24,2022-09-17T08:22:05.451806
19,les Corts,Roca Barcelona Gallery,2009-10-16T11:54:29,2022-09-17T07:15:42.962100
2,el Barri Gòtic,Pla de la Seu,2022-09-18T18:48:05.936975,2024-09-19T18:28:59.932727
60,Sant Andreu,Can Fontanet - Centre d'Interpretació dels Tres Tombs de Sant Andreu,2015-03-17T00:00:00,2023-06-07T15:00:52.637001
11,el Poble-sec,Teatre Lliure,1996-09-18T00:00:00,2024-11-04T14:32:49.371965
4,"Sant Pere, Santa Caterina i la Ribera",El Born i la Ribera,2015-05-25T13:45:55,2021-09-09T02:14:18.368498
3,la Barceloneta,La Barceloneta,2015-05-25T15:50:11,2021-09-09T02:14:24.376853
15,Hostafrancs,Sants i Hostafrancs,2015-05-25T16:30:00,2021-09-09T02:14:30.133447
61,la Sagrera,La Sagrera,2015-05-25T17:07:41,2024-09-30T13:01:33.995849
61,la Sagrera,Torre del Fang,1995-06-15T00:00:00,2022-09-17T05:15:51.576514
30,la Salut,Club Esportiu Europa,1996-09-18T00:00:00,2023-06-29T10:37:57.806804
67,la Vila Olímpica del Poblenou,La Vila Olímpica,2015-05-25T17:22:18,2021-07-09T10:40:59.659321
70,el Besòs i el Maresme,El Fòrum,2015-05-25T17:28:10,2021-09-09T02:14:33.767304
2,el Barri Gòtic,La Rambla,2014-10-22T14:19:05,2024-06-17T15:44:59.587290
43,Horta,Plaça Eivissa,2015-07-03T14:25:55,2021-09-09T02:15:06.991435
5,el Fort Pienc,Casa Estapé,2015-07-07T11:03:20,2022-09-17T08:21:56.178008
7,la Dreta de l'Eixample,Cases Rocamora,2015-07-07T11:12:38,2022-09-17T08:22:02.354315
7,la Dreta de l'Eixample,Casa Malagrida,2015-07-07T11:32:43,2022-09-17T08:22:05.452719
43,Horta,El carrer de Campoamor,2015-07-08T13:41:50,2021-09-09T02:15:26.268997
3,la Barceloneta,Casa de la Marina,2015-07-08T13:45:55,2022-09-17T08:22:34.852056
39,Sant Genís dels Agudells,La carretera de les Aigües (sector Horta-Guinardó),2015-07-08T14:04:22,2021-09-09T02:15:27.430612
48,la Guineueta,L'Aqüeducte del Parc Central de Nou Barris,2015-07-08T14:30:17,2021-09-09T02:15:27.366356
20,la Maternitat i Sant Ramon,'La Masia' del Barça,2017-02-10T14:09:06,2021-09-09T02:17:10.141190
62,el Congrés i els Indians,"""Vivendes"" del Congrés Eucarístic",2017-02-13T09:03:44,2021-09-09T02:17:12.416487
60,Sant Andreu,Antiga Biblioteca Infantil del GATCPAC,2017-02-13T09:43:54,2021-09-09T02:17:12.459503
16,la Bordeta,Antiga Fàbrica Can Batlló,2014-05-27T12:44:26,2024-06-25T11:57:54.943490
59,el Bon Pastor,Cases Barates del Bon Pastor,2017-02-13T11:25:05,2021-09-09T03:19:24.834988
60,Sant Andreu,Rambla de Fabra i Puig,2017-02-13T12:06:04,2021-09-09T02:17:21.205651
69,Diagonal Mar i el Front Marítim del Poblenou,Centre Comercial Diagonal Mar,2001-11-09T00:00:00,2024-06-20T13:38:39.207351
25,Sant Gervasi - la Bonanova,Centre Cívic Pere Pruna,2000-05-15T00:00:00,2024-11-14T08:25:14.655271
2,el Barri Gòtic,"Àntic Edifici de Catalana de Gas i Electricitat, SA",2015-10-02T12:43:36,2021-09-09T02:15:42.201889
9,la Nova Esquerra de l'Eixample,Centre Comercial Arenas de Barcelona,2011-03-25T11:12:32,2024-06-20T13:36:43.524057
60,Sant Andreu,Fabra i Coats - Fàbrica de Creació,2007-10-17T13:07:22,2024-06-26T11:09:33.455962
7,la Dreta de l'Eixample,El passeig de Sant Joan,2015-05-26T12:28:55,2021-09-09T02:14:35.562794
31,la Vila de Gràcia,La plaça de la Vila de Gràcia,2015-05-26T13:15:27,2021-06-28T12:40:25.380028
62,el Congrés i els Indians,El Congrés i els Indians,2015-05-26T13:45:37,2021-09-09T02:14:43.635593
7,la Dreta de l'Eixample,El Quadrat d'Or,2015-05-26T14:07:05,2021-09-09T02:14:43.745820
66,el Parc i la Llacuna del Poblenou,El 22@,2015-05-26T16:30:01,2021-09-09T02:14:50.963159
61,la Sagrera,L'Estació de La Sagrera,2015-05-26T16:42:51,2021-09-09T02:14:50.344735
2,el Barri Gòtic,La Plaça Reial,2015-12-01T10:14:26,2024-09-10T12:26:24.729747
2,el Barri Gòtic,La Muralla Romana,2015-05-26T16:54:30,2021-09-09T02:14:53.602599
18,Sants,Biblioteca Vapor Vell,2000-09-05T00:00:00,2024-11-13T14:27:42.655866
13,la Marina de Port,El Polvorí i Cos de Guàrdia,2015-01-14T13:59:53,2021-09-09T02:14:15.612447
2,el Barri Gòtic,El Portal de l'Àngel,2015-07-02T13:15:42,2021-09-09T02:15:01.567950
60,Sant Andreu,Casa Vidal,2015-07-02T14:15:15,2022-09-17T08:21:43.842410
60,Sant Andreu,Can Mazantini,2015-07-02T14:54:29,2022-09-17T08:21:51.526429
1,el Raval,Hotel España - HB-000073,1996-09-18T00:00:00,2023-10-03T10:03:26.797136
4,"Sant Pere, Santa Caterina i la Ribera",Espai Mescladís,2012-03-22T00:00:00,2022-09-17T07:46:44.499414
20,la Maternitat i Sant Ramon,Edifici La Maternitat,2015-10-08T11:41:44,2022-09-17T08:28:22.081312
71,Provençals del Poblenou,Antiga Fàbrica d'Estampació Tèxtil Can Ricart,2016-09-06T10:36:16,2022-09-17T08:45:42.615363
2,el Barri Gòtic,Camisseria Bonet,2015-07-08T17:55:01,2021-09-09T02:15:32.731245
1,el Raval,Casa Doctor Genové,2015-07-08T18:14:09,2022-09-17T08:22:38.123154
7,la Dreta de l'Eixample,Casa Domènech i Estapà,2015-07-09T13:27:40,2022-09-17T08:22:52.220958
7,la Dreta de l'Eixample,Teatre Coliseum,1996-09-18T00:00:00,2023-10-03T10:17:58.378442
18,Sants,Associació Sants Establiments Units,2001-01-23T00:00:00,2024-03-28T10:35:00.788323
21,Pedralbes,Casa Carreras,2017-02-09T17:08:51,2022-09-17T08:52:30.467681
21,Pedralbes,La plaça del Monestir,2017-02-10T09:46:27,2021-09-09T02:16:58.760609
20,la Maternitat i Sant Ramon,La Porta Est de la Finca Güell,2017-02-10T10:07:38,2021-09-09T02:17:01.873060
60,Sant Andreu,La Plaça del Comerç,2017-02-10T12:41:48,2021-09-09T02:17:06.349211
21,Pedralbes,La Vil·la Hèlius (Casa Grané),2017-02-10T12:54:41,2022-09-17T08:52:50.407185
20,la Maternitat i Sant Ramon,L'Antic Institut Frenopàtic,2017-02-10T13:08:10,2021-09-09T02:17:08.412243
66,el Parc i la Llacuna del Poblenou,Museu de Pintura Contemporània Can Framis,2009-04-24T00:00:00,2024-09-10T13:35:14.345050
23,Sarrià,Floristeria Flora Miserachs,2010-04-26T13:25:24,2021-09-09T02:14:08.322956
20,la Maternitat i Sant Ramon,L'Espai de la Torre Melina i el seu Jardí Romàntic,2017-02-10T13:55:15,2021-09-09T02:17:06.516520
60,Sant Andreu,Avenç Obrer Català de Sant Andreu,2017-02-13T09:22:23,2021-09-09T02:17:10.162300
60,Sant Andreu,Carrer Pons i Gallarza,2017-02-13T11:20:20,2021-09-09T02:17:19.726310
62,el Congrés i els Indians,Carrer Puerto Príncipe,2017-02-13T11:22:13,2021-09-09T02:17:26.029831
19,les Corts,Cristalleries Planell,2015-07-07T14:52:06,2024-07-19T13:19:23.973058
29,el Coll,Casa Queralt,2015-07-08T09:08:58,2021-09-09T02:15:19.295500
37,el Carmel,El Túnel de la Rovira,2015-07-08T14:12:40,2021-09-09T02:15:30.822695
11,el Poble-sec,La Plaça Santa Madrona,2017-02-13T12:27:03,2021-09-09T02:17:22.863392
10,Sant Antoni,El Paral·lel,2015-05-25T13:38:11,2021-09-09T02:14:18.287452
4,"Sant Pere, Santa Caterina i la Ribera",Sant Pere i Santa Caterina,2015-05-25T16:19:43,2021-09-09T02:14:21.894905
2,el Barri Gòtic,El Gòtic,2015-05-25T18:58:04,2023-09-15T15:15:52.097963
68,el Poblenou,El Poblenou,2015-05-26T12:09:56,2021-09-09T02:14:35.763941
60,Sant Andreu,Sant Andreu,2015-05-26T12:18:30,2021-09-09T02:14:38.167908
43,Horta,El nucli antic d'Horta,2015-05-26T12:24:46,2021-09-09T02:14:37.921873
7,la Dreta de l'Eixample,Cases Josefa Villanueva,2015-07-07T12:31:44,2022-09-17T08:22:11.431077
22,"Vallvidrera, el Tibidabo i les Planes",Casa del Guarda -  Espai d'Interpretació del Pantà de Vallvidrera,2010-04-20T13:55:00,2024-11-19T17:17:25.360881
31,la Vila de Gràcia,La plaça de Lesseps,2015-05-26T13:26:20,2021-09-09T02:14:44.349060
67,la Vila Olímpica del Poblenou,El Campus Ciutadella,2015-05-26T17:06:23,2024-11-04T14:35:47.867120
61,la Sagrera,Pont de Calatrava (Bac de Roda - Felip II),2001-07-23T00:00:00,2023-02-27T16:19:16.024090
40,Montbau,El Campus Mundet - UB,2015-05-26T17:35:12,2022-09-09T12:07:54.518743
57,la Trinitat Vella,La llera del riu Besòs,2015-05-26T17:48:09,2024-09-19T18:26:54.159567
7,la Dreta de l'Eixample,Casa Fargas,2015-07-07T12:11:06,2022-09-17T08:22:08.014773
60,Sant Andreu,Impremta Baltasar,1992-05-04T00:00:00,2021-09-09T02:13:41.936807
68,el Poblenou,"BAU, Centre Universitari d'Arts i Disseny de Barcelona",1998-03-28T00:00:00,2024-05-27T10:32:56.639546
26,Sant Gervasi - Galvany,Drogueria Rovira (Antiga Drogueria Galvany),1992-05-04T00:00:00,2021-09-09T02:13:41.588316
1,el Raval,Mercat Boqueria - Sant Josep,1984-12-28T00:00:00,2024-10-01T12:31:16.475627
4,"Sant Pere, Santa Caterina i la Ribera",Mercat Santa Caterina,1984-12-28T00:00:00,2024-10-22T12:44:55.516256
21,Pedralbes,Pavellons d'Entrada de l'Antiga Finca Güell,2002-03-04T00:00:00,2021-10-18T15:23:24.715718
20,la Maternitat i Sant Ramon,Carrer Menéndez Pelayo,2023-08-31T09:00:35.690421,2024-09-10T12:17:49.972082
15,Hostafrancs,Mercat Hostafrancs,1984-12-28T00:00:00,2024-10-22T12:36:03.050185
18,Sants,Mercat Sants,1984-12-28T00:00:00,2024-07-11T09:47:29.055129
20,la Maternitat i Sant Ramon,Reial Club de Polo de Barcelona,1987-07-09T00:00:00,2023-03-09T15:22:44.147375
6,la Sagrada Família,Temple Expiatori de la Sagrada Família - Basílica,1988-07-06T00:00:00,2024-11-18T16:03:30.835227
7,la Dreta de l'Eixample,Casa Amatller,1984-12-10T00:00:00,2023-05-16T12:33:31.970829
30,la Salut,Mirador Joan Sales i Vallès,2016-04-26T16:54:09,2024-03-07T09:52:34.572302
3,la Barceloneta,Hospital del Mar,1989-08-10T00:00:00,2023-11-08T09:04:31.493595
3,la Barceloneta,Club Natació Atlètic - Barceloneta,1987-06-09T00:00:00,2024-07-24T14:24:39.003730
31,la Vila de Gràcia,Edifici Modernista Riera de Sant Miquel 44,2017-02-07T13:49:35,2022-09-17T08:51:09.578367
31,la Vila de Gràcia,Edifici de La Caixa de Barcelona,2017-02-07T17:09:01,2022-09-17T08:51:19.235023
11,el Poble-sec,Teatre Grec,1989-07-04T00:00:00,2024-09-10T12:39:47.680839
28,Vallcarca i els Penitents,Parc Sanitari Pere Virgili,1988-03-14T00:00:00,2022-09-21T19:13:34.303475
8,l'Antiga Esquerra de l'Eixample,Universitat de Barcelona,1991-11-26T00:00:00,2024-11-19T17:37:42.226343
31,la Vila de Gràcia,Casa Vicens,1984-12-07T00:00:00,2023-05-22T10:35:40.810191
1,el Raval,Palau Güell,2002-05-09T10:29:32,2024-09-10T14:59:48.265133
31,la Vila de Gràcia,Metro Fontana,2017-02-08T08:43:57,2021-09-09T02:16:09.973548
31,la Vila de Gràcia,La plaça d'en Joanic,2017-02-08T09:08:15,2021-09-09T02:16:13.765749
60,Sant Andreu,Capella dels Segadors,2015-07-09T13:14:23,2022-06-02T09:58:17.814997
28,Vallcarca i els Penitents,Casa Marsans - Alberg Mare de Déu de Montserrat - AJ000084,1988-02-15T00:00:00,2022-09-23T14:50:17.987863
36,la Font d'en Fargues,Casal de Barri Font d'en Fargues,1991-05-03T00:00:00,2024-07-26T11:30:04.565238
22,"Vallvidrera, el Tibidabo i les Planes",Santa Creu d'Olorda,2015-05-18T13:17:06,2021-09-09T02:14:15.541713
1,el Raval,Tinta Invisible Edicions,2002-05-04T00:00:00,2023-10-03T10:02:32.481422
24,les Tres Torres,Col·legi Oficial de Metges de Barcelona,1984-05-30T00:00:00,2023-02-13T18:27:42.518444
13,la Marina de Port,Fàbrica de Creació Graner,2011-10-05T10:26:33,2021-07-20T10:05:47.077007
15,Hostafrancs,Centre Cívic Casinet d'Hostafrancs,1984-05-30T00:00:00,2024-06-21T14:48:18.660974
1,el Raval,World Trade Center,1998-09-26T00:00:00,2023-10-03T10:02:41.601842
35,el Guinardó,Associació de Botiguers i Professionals Eix Maragall,2000-03-07T00:00:00,2024-04-08T14:55:17.867354
19,les Corts,Memorial de les Dones Represaliades a la Presó de Dones de les Corts,2019-12-16T18:04:02,2023-07-20T09:19:04.891582
60,Sant Andreu,Farmàcia Guinart Gómez de Arteche,1996-09-18T00:00:00,2024-10-08T08:47:20.075434
70,el Besòs i el Maresme,Edifici Torre Telefònica - Diagonal Zero Zero,2011-10-26T10:30:11,2021-09-09T02:14:11.045725
60,Sant Andreu,Antiga Estació de Rodalies Sant Andreu Comtal de RENFE,2022-12-16T10:11:45.750827,2022-12-16T10:13:32.584829
24,les Tres Torres,Restaurant Dos Torres,2010-02-25T11:22:49,2022-07-19T11:42:52.643223
11,el Poble-sec,Cementiri Montjuïc,1985-03-28T00:00:00,2023-10-24T09:06:03.048717
32,el Camp d'en Grassot i Gràcia Nova,Escultura Fray Pedro Ponce de León,1985-03-28T00:00:00,2021-09-09T02:13:47.501766
53,la Trinitat Nova,Fàbrica de Creació Ateneu Popular 9 Barris,1988-12-13T00:00:00,2023-02-15T13:39:50.218170
60,Sant Andreu,Club Natació Sant Andreu,1987-11-10T00:00:00,2024-02-21T12:30:06.266415
