addresses_neighborhood_id,addresses_neighborhood_name,secondary_filters_name,created,modified
2,el Barri Gòtic,Hotels 2 estr.,1996-09-17T00:00:00,2023-10-03T10:03:57.898727
1,el Raval,Hotels 4 estr.,1996-09-17T00:00:00,2023-10-03T10:03:56.796693
1,el Raval,Hotels 1 estr.,1996-09-17T00:00:00,2023-10-03T10:03:56.402383
2,el Barri Gòtic,Hotels 3 estr.,2002-02-13T00:00:00,2022-09-17T02:34:40.304969
7,la Dreta de l'Eixample,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:18:09.856054
20,la Maternitat i Sant Ramon,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:42:09.274272
1,el Raval,Hotels 3 estr.,1996-09-18T00:00:00,2023-10-03T10:03:34.397894
20,la Maternitat i Sant Ramon,Hotels 5 estr.,1996-09-18T00:00:00,2024-08-07T13:00:38.876210
2,el Barri Gòtic,Hotels 1 estr.,1996-09-18T00:00:00,2023-10-03T10:04:07.013901
19,les Corts,Hotels 4 estr.,1996-09-18T00:00:00,2023-10-03T10:43:33.261564
7,la Dreta de l'Eixample,Hotels 3 estr.,2002-03-28T00:00:00,2022-09-17T02:36:02.442562
7,la Dreta de l'Eixample,Hotels 4 estr.,2001-03-21T00:00:00,2022-09-17T02:22:14.816158
7,la Dreta de l'Eixample,Hotels 3 estr.,1996-09-17T00:00:00,2023-10-03T10:18:41.361446
21,Pedralbes,Hotels 4 estr.,2000-03-15T00:00:00,2022-09-17T02:15:16.354021
21,Pedralbes,Hotels 4 estr.,2024-05-07T08:48:37.746261,2024-05-07T08:53:36.756094
