Codi_Dimensio,Desc_Dimensio,Codi_Valor,Desc_Valor_CA,Desc_Valor_EN
18,DOM_18_64,5,Quatre persones o més de 18 a 64 anys,Four people or more aged 18 to 64
19,DOM_65_99,1,Cap persona de 65 anys i més,No people aged 65 and over
19,DOM_65_99,2,Una persona de 65 anys i més,One person aged 65 and over
19,DOM_65_99,3,Dues persones de 65 anys i més,Two people aged 65 and over
19,DOM_65_99,4,Tres persones de 65 anys i més,Three people aged 65 and over
19,DOM_65_99,5,Quatre persones o més de 65 anys i més,Four people or more aged 65 and over
20,DOM_DONES,1,Cap dona,No woman
20,DOM_DONES,2,Una dona,A woman
20,DOM_DONES,3,Dues dones,Two women
20,DOM_DONES,4,Tres dones,Three women
20,DOM_DONES,5,Quatre dones o més,Four women or more
21,DOM_HOMES,2,Un home,One man
21,DOM_HOMES,3,Dos homes,Two men
21,DOM_HOMES,4,Tres homes,Three men
21,DOM_HOMES,5,Quatre homes o més,Four men or more
22,NACIONALITAT_DOMICILI,1,Només nacionalitat espanyola,Spanish nationality only
22,NACIONALITAT_DOMICILI,2,Només nacionalitat estrangera,Foreign nationality only
22,NACIONALITAT_DOMICILI,3,Mixtes,Mixed
23,CONTINENT_MOV,1,Àfrica,Africa
23,CONTINENT_MOV,2,Amèrica,Americas
23,CONTINENT_MOV,3,Àsia,Asia
23,CONTINENT_MOV,4,Europa,Europe
23,CONTINENT_MOV,5,Oceania,Oceania
23,CONTINENT_MOV,999,No consta,Not available
24,CODI_BARRI_DEST,44,Vilapicina i la Torre Llobeta,Vilapicina i la Torre Llobeta
24,CODI_BARRI_DEST,45,Porta,Porta
24,CODI_BARRI_DEST,46,el Turó de la Peira,el Turó de la Peira
24,CODI_BARRI_DEST,15,Hostafrancs,Hostafrancs
24,CODI_BARRI_DEST,16,la Bordeta,la Bordeta
24,CODI_BARRI_DEST,17,Sants - Badal,Sants - Badal
24,CODI_BARRI_DEST,18,Sants,Sants
24,CODI_BARRI_DEST,19,les Corts,les Corts
24,CODI_BARRI_DEST,20,la Maternitat i Sant Ramon,la Maternitat i Sant Ramon
24,CODI_BARRI_DEST,21,Pedralbes,Pedralbes
24,CODI_BARRI_DEST,23,Sarrià,Sarrià
24,CODI_BARRI_DEST,56,Vallbona,Vallbona
24,CODI_BARRI_DEST,57,la Trinitat Vella,la Trinitat Vella
24,CODI_BARRI_DEST,58,Baró de Viver,Baró de Viver
24,CODI_BARRI_DEST,59,el Bon Pastor,el Bon Pastor
24,CODI_BARRI_DEST,22,"Vallvidrera, el Tibidabo i les Planes","Vallvidrera, el Tibidabo i les Planes"
24,CODI_BARRI_DEST,12,la Marina del Prat Vermell,la Marina del Prat Vermell
24,CODI_BARRI_DEST,49,Canyelles,Canyelles
24,CODI_BARRI_DEST,73,la Verneda i la Pau,la Verneda i la Pau
24,CODI_BARRI_DEST,47,Can Peguera,Can Peguera
24,CODI_BARRI_DEST,48,la Guineueta,la Guineueta
24,CODI_BARRI_DEST,51,Verdun,Verdun
24,CODI_BARRI_DEST,52,la Prosperitat,la Prosperitat
24,CODI_BARRI_DEST,50,les Roquetes,les Roquetes
24,CODI_BARRI_DEST,53,la Trinitat Nova,la Trinitat Nova
24,CODI_BARRI_DEST,54,Torre Baró,Torre Baró
24,CODI_BARRI_DEST,55,Ciutat Meridiana,Ciutat Meridiana
24,CODI_BARRI_DEST,4,"Sant Pere, Santa Caterina i la Ribera","Sant Pere, Santa Caterina i la Ribera"
24,CODI_BARRI_DEST,5,el Fort Pienc,el Fort Pienc
24,CODI_BARRI_DEST,6,la Sagrada Família,la Sagrada Família
24,CODI_BARRI_DEST,7,la Dreta de l'Eixample,la Dreta de l'Eixample
24,CODI_BARRI_DEST,27,el Putxet i el Farró,el Putxet i el Farró
24,CODI_BARRI_DEST,8,l'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample
24,CODI_BARRI_DEST,9,la Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample
24,CODI_BARRI_DEST,10,Sant Antoni,Sant Antoni
24,CODI_BARRI_DEST,11,el Poble-sec,el Poble-sec
24,CODI_BARRI_DEST,13,la Marina de Port,la Marina de Port
24,CODI_BARRI_DEST,31,la Vila de Gràcia,la Vila de Gràcia
24,CODI_BARRI_DEST,32,el Camp d'en Grassot i Gràcia Nova,el Camp d'en Grassot i Gràcia Nova
24,CODI_BARRI_DEST,33,el Baix Guinardó,el Baix Guinardó
24,CODI_BARRI_DEST,35,el Guinardó,el Guinardó
24,CODI_BARRI_DEST,34,Can Baró,Can Baró
24,CODI_BARRI_DEST,37,el Carmel,el Carmel
24,CODI_BARRI_DEST,41,la Vall d'Hebron,la Vall d'Hebron
24,CODI_BARRI_DEST,14,la Font de la Guatlla,la Font de la Guatlla
24,CODI_BARRI_DEST,29,el Coll,el Coll
24,CODI_BARRI_DEST,30,la Salut,la Salut
24,CODI_BARRI_DEST,1,el Raval,el Raval
24,CODI_BARRI_DEST,2,el Barri Gòtic,el Barri Gòtic
24,CODI_BARRI_DEST,3,la Barceloneta,la Barceloneta
24,CODI_BARRI_DEST,36,la Font d'en Fargues,la Font d'en Fargues
24,CODI_BARRI_DEST,24,les Tres Torres,les Tres Torres
24,CODI_BARRI_DEST,25,Sant Gervasi - la Bonanova,Sant Gervasi - la Bonanova
24,CODI_BARRI_DEST,26,Sant Gervasi - Galvany,Sant Gervasi - Galvany
24,CODI_BARRI_DEST,28,Vallcarca i els Penitents,Vallcarca i els Penitents
24,CODI_BARRI_DEST,60,Sant Andreu,Sant Andreu
24,CODI_BARRI_DEST,61,la Sagrera,la Sagrera
24,CODI_BARRI_DEST,62,el Congrés i els Indians,el Congrés i els Indians
24,CODI_BARRI_DEST,63,Navas,Navas
24,CODI_BARRI_DEST,64,el Camp de l'Arpa del Clot,el Camp de l'Arpa del Clot
24,CODI_BARRI_DEST,65,el Clot,el Clot
24,CODI_BARRI_DEST,66,el Parc i la Llacuna del Poblenou,el Parc i la Llacuna del Poblenou
24,CODI_BARRI_DEST,67,la Vila Olímpica del Poblenou,la Vila Olímpica del Poblenou
24,CODI_BARRI_DEST,68,el Poblenou,el Poblenou
24,CODI_BARRI_DEST,69,Diagonal Mar i el Front Marítim del Poblenou,Diagonal Mar i el Front Marítim del Poblenou
24,CODI_BARRI_DEST,70,el Besòs i el Maresme,el Besòs i el Maresme
24,CODI_BARRI_DEST,71,Provençals del Poblenou,Provençals del Poblenou
24,CODI_BARRI_DEST,72,Sant Martí de Provençals,Sant Martí de Provençals
24,CODI_BARRI_DEST,38,la Teixonera,la Teixonera
24,CODI_BARRI_DEST,39,Sant Genís dels Agudells,Sant Genís dels Agudells
24,CODI_BARRI_DEST,40,Montbau,Montbau
24,CODI_BARRI_DEST,42,la Clota,la Clota
24,CODI_BARRI_DEST,43,Horta,Horta
25,NACIONALITAT_INI,1,Equador,Ecuador
25,NACIONALITAT_INI,2,Perú,Peru
25,NACIONALITAT_INI,3,Colòmbia,Colombia
25,NACIONALITAT_INI,4,República Dominicana,Dominican Republic
25,NACIONALITAT_INI,5,Bolívia,Bolivia
25,NACIONALITAT_INI,6,Argentina,Argentina
25,NACIONALITAT_INI,7,Pakistan,Pakistan
25,NACIONALITAT_INI,8,"Marroc, el",Morocco
25,NACIONALITAT_INI,9,Veneçuela,Venezuela
25,NACIONALITAT_INI,10,Filipines,Philippines
25,NACIONALITAT_INI,11,Brasil,Brazil
25,NACIONALITAT_INI,12,Hondures,Honduras
25,NACIONALITAT_INI,13,Cuba,Cuba
25,NACIONALITAT_INI,14,Espanya,Spain
25,NACIONALITAT_INI,15,Xile,Chile
25,NACIONALITAT_INI,16,Mèxic,Mexico
25,NACIONALITAT_INI,17,Paraguai,Paraguay
25,NACIONALITAT_INI,18,Uruguai,Uruguay
25,NACIONALITAT_INI,19,Bangladesh,Bangladesh
25,NACIONALITAT_INI,20,Índia,India
25,NACIONALITAT_INI,21,Rússia,Russia
25,NACIONALITAT_INI,22,Itàlia,Italy
25,NACIONALITAT_INI,23,Xina,China
25,NACIONALITAT_INI,24,"Estats Units, els",United States
25,NACIONALITAT_INI,25,El Salvador,El Salvador
25,NACIONALITAT_INI,27,Ucraïna,Ukraine
25,NACIONALITAT_INI,28,Regne Unit,United Kingdom
25,NACIONALITAT_INI,29,França,France
25,NACIONALITAT_INI,30,Algèria,Algeria
25,NACIONALITAT_INI,31,Armènia,Armenia
25,NACIONALITAT_INI,32,Guinea,Guinea
25,NACIONALITAT_INI,33,Romania,Romania
25,NACIONALITAT_INI,34,Nicaragua,Nicaragua
25,NACIONALITAT_INI,35,Portugal,Portugal
25,NACIONALITAT_INI,36,Guatemala,Guatemala
25,NACIONALITAT_INI,37,Nigèria,Nigeria
25,NACIONALITAT_INI,38,Síria,Syria
25,NACIONALITAT_INI,39,Israel,Israel
25,NACIONALITAT_INI,40,Geòrgia,Georgia
25,NACIONALITAT_INI,41,Senegal,Senegal
25,NACIONALITAT_INI,42,Alemanya,Germany
25,NACIONALITAT_INI,44,Nepal,Nepal
25,NACIONALITAT_INI,45,Costa Rica,Costa Rica
25,NACIONALITAT_INI,46,Líban,Lebanon
25,NACIONALITAT_INI,47,Turquia,Turkey
25,NACIONALITAT_INI,48,Andorra,Andorra
25,NACIONALITAT_INI,49,Moldàvia,Moldova
25,NACIONALITAT_INI,50,Iran,Iran
25,NACIONALITAT_INI,51,Panamà,Panama
25,NACIONALITAT_INI,52,Polònia,Poland
25,NACIONALITAT_INI,53,Canadà,Canada
25,NACIONALITAT_INI,54,Suïssa,Switzerland
25,NACIONALITAT_INI,55,Egipte,Egypt
25,NACIONALITAT_INI,56,Ghana,Ghana
25,NACIONALITAT_INI,57,Bulgària,Bulgaria
25,NACIONALITAT_INI,58,Sèrbia,Serbia
25,NACIONALITAT_INI,59,Guinea Equatorial,Equatorial Guinea
25,NACIONALITAT_INI,60,Belarús,Belarus
25,NACIONALITAT_INI,61,Països Baixos,Netherlands
25,NACIONALITAT_INI,62,Jordània,Jordan
25,NACIONALITAT_INI,63,Camerun,Cameroon
25,NACIONALITAT_INI,64,Tunísia,Tunisia
25,NACIONALITAT_INI,65,Albània,Albania
25,NACIONALITAT_INI,66,Irlanda,Ireland
25,NACIONALITAT_INI,67,Bèlgica,Belgium
25,NACIONALITAT_INI,68,Gàmbia,Gambia
25,NACIONALITAT_INI,69,Austràlia,Australia
25,NACIONALITAT_INI,71,Etiòpia,Ethiopia
25,NACIONALITAT_INI,72,Corea del Sud,South Korea
25,NACIONALITAT_INI,73,Mali,Mali
25,NACIONALITAT_INI,74,Dominica,Dominica
25,NACIONALITAT_INI,75,Grècia,Greece
25,NACIONALITAT_INI,76,Guinea-Bissau,Guinea-Bissau
25,NACIONALITAT_INI,77,Hongria,Hungary
25,NACIONALITAT_INI,78,Suècia,Sweden
25,NACIONALITAT_INI,80,"Iraq, l'",Iraq
25,NACIONALITAT_INI,81,Croàcia,Croatia
25,NACIONALITAT_INI,82,Kazakhstan,Kazakhstan
25,NACIONALITAT_INI,83,Japó,Japan
25,NACIONALITAT_INI,84,Bòsnia i Hercegovina,Bosnia and Herzegovina
25,NACIONALITAT_INI,85,Sierra Leone,Sierra Leone
25,NACIONALITAT_INI,86,Sud-àfrica,South Africa
25,NACIONALITAT_INI,87,Àustria,Austria
25,NACIONALITAT_INI,88,Haití,Haiti
25,NACIONALITAT_INI,89,Azerbaidjan,Azerbaijan
25,NACIONALITAT_INI,90,Corea del Nord,North Korea
25,NACIONALITAT_INI,91,Vietnam,Vietnam
25,NACIONALITAT_INI,92,Montenegro,Montenegro
25,NACIONALITAT_INI,93,Macedònia,North Macedonia
25,NACIONALITAT_INI,94,Mauritània,Mauritania
25,NACIONALITAT_INI,95,Txèquia,Czechia
25,NACIONALITAT_INI,96,Líbia,Libya
25,NACIONALITAT_INI,97,Lituània,Lithuania
25,NACIONALITAT_INI,98,Eslovàquia,Slovakia
25,NACIONALITAT_INI,99,Afganistan,Afghanistan
25,NACIONALITAT_INI,100,Costa d'Ivori,Ivory Coast
25,NACIONALITAT_INI,101,Letònia,Latvia
25,NACIONALITAT_INI,102,"Sudan, el",Sudan
25,NACIONALITAT_INI,103,Dinamarca,Denmark
25,NACIONALITAT_INI,104,Tailàndia,Thailand
25,NACIONALITAT_INI,105,Congo,Congo Republic
25,NACIONALITAT_INI,106,Aràbia Saudí,Saudi Arabia
25,NACIONALITAT_INI,107,Palestina,Palestine
25,NACIONALITAT_INI,108,Uzbekistan,Uzbekistan
25,NACIONALITAT_INI,109,Nova Zelanda,New Zealand
25,NACIONALITAT_INI,110,Kenya,Kenya
25,NACIONALITAT_INI,111,Angola,Angola
25,NACIONALITAT_INI,112,Finlàndia,Finland
25,NACIONALITAT_INI,113,Eslovènia,Slovenia
25,NACIONALITAT_INI,114,Moçambic,Mozambique
25,NACIONALITAT_INI,115,Noruega,Norway
25,NACIONALITAT_INI,116,Cap Verd,Cabo Verde
25,NACIONALITAT_INI,117,Togo,Togo
25,NACIONALITAT_INI,118,Burkina Faso,Burkina Faso
25,NACIONALITAT_INI,119,Níger,Niger
25,NACIONALITAT_INI,120,Somàlia,Somalia
26,NACIONALITAT_DEST,35,Índia,India
25,NACIONALITAT_INI,121,Benín,Benin
25,NACIONALITAT_INI,122,Xipre,Cyprus
25,NACIONALITAT_INI,123,República Democràtica del Congo,DR Congo
25,NACIONALITAT_INI,124,Kirguizstan,Kyrgyzstan
25,NACIONALITAT_INI,125,Libèria,Liberia
25,NACIONALITAT_INI,127,Estònia,Estonia
25,NACIONALITAT_INI,129,Malàisia,Malaysia
25,NACIONALITAT_INI,130,Maurici,Mauritius
25,NACIONALITAT_INI,131,Indonèsia,Indonesia
25,NACIONALITAT_INI,133,Sri Lanka,Sri Lanka
25,NACIONALITAT_INI,134,Mongòlia,Mongolia
25,NACIONALITAT_INI,135,"Emirats Àrabs Units, els",United Arab Emirates
25,NACIONALITAT_INI,136,Zimbàbue,Zimbabwe
25,NACIONALITAT_INI,137,Tanzània,Tanzania
25,NACIONALITAT_INI,138,Cambodja,Cambodia
25,NACIONALITAT_INI,139,Gabon,Gabon
25,NACIONALITAT_INI,141,Madagascar,Madagascar
25,NACIONALITAT_INI,142,Ruanda,Rwanda
