CODI_BARRI,NOM_BARRI,DATA_EXPLO,TAULES
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,5
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,6
18.0,Sants,2022-01-01T00:00:00,10
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,5
18.0,Sants,2022-01-01T00:00:00,2
18.0,Sants,2022-01-01T00:00:00,5
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,9
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,2
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,10
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,5
14.0,la Font de la Guatlla,2022-01-01T00:00:00,2
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,3
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,2
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,5
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,8
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,3
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,2
14.0,la Font de la Guatlla,2022-01-01T00:00:00,4
16.0,la Bordeta,2022-01-01T00:00:00,10
19.0,les Corts,2022-01-01T00:00:00,3
15.0,Hostafrancs,2022-01-01T00:00:00,4
15.0,Hostafrancs,2022-01-01T00:00:00,2
16.0,la Bordeta,2022-01-01T00:00:00,2
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,4
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,4
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,5
14.0,la Font de la Guatlla,2022-01-01T00:00:00,5
16.0,la Bordeta,2022-01-01T00:00:00,12
13.0,la Marina de Port,2022-01-01T00:00:00,4
16.0,la Bordeta,2022-01-01T00:00:00,5
16.0,la Bordeta,2022-01-01T00:00:00,5
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,16
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,6
16.0,la Bordeta,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,2
16.0,la Bordeta,2022-01-01T00:00:00,8
16.0,la Bordeta,2022-01-01T00:00:00,1
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,3
16.0,la Bordeta,2022-01-01T00:00:00,4
14.0,la Font de la Guatlla,2022-01-01T00:00:00,6
16.0,la Bordeta,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,5
13.0,la Marina de Port,2022-01-01T00:00:00,2
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,2
13.0,la Marina de Port,2022-01-01T00:00:00,12
13.0,la Marina de Port,2022-01-01T00:00:00,8
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,8
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,2
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,8
13.0,la Marina de Port,2022-01-01T00:00:00,6
18.0,Sants,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,5
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,2
13.0,la Marina de Port,2022-01-01T00:00:00,2
13.0,la Marina de Port,2022-01-01T00:00:00,5
13.0,la Marina de Port,2022-01-01T00:00:00,2
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,10
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,3
13.0,la Marina de Port,2022-01-01T00:00:00,7
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,5
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,6
13.0,la Marina de Port,2022-01-01T00:00:00,8
13.0,la Marina de Port,2022-01-01T00:00:00,8
13.0,la Marina de Port,2022-01-01T00:00:00,4
13.0,la Marina de Port,2022-01-01T00:00:00,16
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,1
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,8
19.0,les Corts,2022-01-01T00:00:00,0
19.0,les Corts,2022-01-01T00:00:00,5
19.0,les Corts,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,5
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,5
19.0,les Corts,2022-01-01T00:00:00,16
19.0,les Corts,2022-01-01T00:00:00,15
19.0,les Corts,2022-01-01T00:00:00,2
18.0,Sants,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,6
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,6
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,6
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,12
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,5
19.0,les Corts,2022-01-01T00:00:00,1
19.0,les Corts,2022-01-01T00:00:00,5
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,8
19.0,les Corts,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,1
19.0,les Corts,2022-01-01T00:00:00,5
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,16
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,8
10.0,Sant Antoni,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,7
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,12
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,3
19.0,les Corts,2022-01-01T00:00:00,6
19.0,les Corts,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,8
19.0,les Corts,2022-01-01T00:00:00,10
19.0,les Corts,2022-01-01T00:00:00,10
19.0,les Corts,2022-01-01T00:00:00,15
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,2
19.0,les Corts,2022-01-01T00:00:00,20
17.0,Sants - Badal,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,12
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,9
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,4
19.0,les Corts,2022-01-01T00:00:00,2
17.0,Sants - Badal,2022-01-01T00:00:00,2
17.0,Sants - Badal,2022-01-01T00:00:00,6
17.0,Sants - Badal,2022-01-01T00:00:00,4
17.0,Sants - Badal,2022-01-01T00:00:00,4
17.0,Sants - Badal,2022-01-01T00:00:00,4
17.0,Sants - Badal,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,16
17.0,Sants - Badal,2022-01-01T00:00:00,1
18.0,Sants,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,2
17.0,Sants - Badal,2022-01-01T00:00:00,8
17.0,Sants - Badal,2022-01-01T00:00:00,2
17.0,Sants - Badal,2022-01-01T00:00:00,2
17.0,Sants - Badal,2022-01-01T00:00:00,1
17.0,Sants - Badal,2022-01-01T00:00:00,8
17.0,Sants - Badal,2022-01-01T00:00:00,1
17.0,Sants - Badal,2022-01-01T00:00:00,5
17.0,Sants - Badal,2022-01-01T00:00:00,5
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,12
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,5
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,10
18.0,Sants,2022-01-01T00:00:00,16
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,5
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,2
18.0,Sants,2022-01-01T00:00:00,4
17.0,Sants - Badal,2022-01-01T00:00:00,6
18.0,Sants,2022-01-01T00:00:00,10
17.0,Sants - Badal,2022-01-01T00:00:00,12
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,12
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,8
18.0,Sants,2022-01-01T00:00:00,3
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,2
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,4
18.0,Sants,2022-01-01T00:00:00,6
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,1
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,6
1.0,el Raval,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
17.0,Sants - Badal,2022-01-01T00:00:00,6
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,1
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,7
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,6
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
15.0,Hostafrancs,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,5
17.0,Sants - Badal,2022-01-01T00:00:00,4
17.0,Sants - Badal,2022-01-01T00:00:00,12
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,6
17.0,Sants - Badal,2022-01-01T00:00:00,8
17.0,Sants - Badal,2022-01-01T00:00:00,1
17.0,Sants - Badal,2022-01-01T00:00:00,1
17.0,Sants - Badal,2022-01-01T00:00:00,3
17.0,Sants - Badal,2022-01-01T00:00:00,12
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,1
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,1
17.0,Sants - Badal,2022-01-01T00:00:00,1
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,14
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,8
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,1
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,4
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,3
20.0,la Maternitat i Sant Ramon,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,7
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,8
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,8
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,8
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,12
10.0,Sant Antoni,2022-01-01T00:00:00,7
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,10
10.0,Sant Antoni,2022-01-01T00:00:00,12
10.0,Sant Antoni,2022-01-01T00:00:00,12
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,5
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,5
10.0,Sant Antoni,2022-01-01T00:00:00,2
63.0,Navas,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,8
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,12
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
15.0,Hostafrancs,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,8
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,10
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,6
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,3
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,4
10.0,Sant Antoni,2022-01-01T00:00:00,1
10.0,Sant Antoni,2022-01-01T00:00:00,2
10.0,Sant Antoni,2022-01-01T00:00:00,2
