Latitud,Titularitat,Codi_Districte,Tipus_Us,Notes_Equipament,Nom_Districte,Notes_Dades,Nom_Barri,Indicador,Tipus_Equipament,Nom_Equipament,Valor,Codi_Barri,Ambit,_id,Any,Longitud,TipusGeneral,TipusEquipament,Equipament
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Fons_Colleccio,,,5733,1,Arts visuals,74,2021,2.167830774,Centres patrimonials,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,11,1,Arts visuals,75,2021,2.167830774,Centres patrimonials,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,194565,1,Arts visuals,76,2021,2.167830774,Centres patrimonials,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.383145956,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,273344,1,Arts visuals,77,2021,2.167830774,Centres patrimonials,Museus i col·leccions,Museu d'Art Contemporani de Barcelona. MACBA
41.384316,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Fons_Colleccio,,,83678,2,Història i memòria,78,2021,2.177521,Centres patrimonials,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
41.384316,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Num_Exposicions_Temporals,,,5,2,Història i memòria,79,2021,2.177521,Centres patrimonials,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
41.384316,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,310098,2,Història i memòria,80,2021,2.177521,Centres patrimonials,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
41.384316,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visites_Exposicions_Temporals,,,54618,2,Història i memòria,81,2021,2.177521,Centres patrimonials,Museus i col·leccions,Museu d'Història de Barcelona. MUHBA
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Fons_Colleccio,,,15550,3,Història i memòria,82,2021,2.185503480,Centres patrimonials,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Num_Exposicions_Temporals,,,2,3,Història i memòria,83,2021,2.185503480,Centres patrimonials,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Visitants,,,47934,3,Història i memòria,84,2021,2.185503480,Centres patrimonials,Museus i col·leccions,Museu d'Història de Catalunya
41.380668608,Pública no municipal,1,,,Ciutat Vella,,la Barceloneta,Visites_Exposicions_Temporals,,,1401,3,Història i memòria,85,2021,2.185503480,Centres patrimonials,Museus i col·leccions,Museu d'Història de Catalunya
41.377099024,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,71513,2,Història i memòria,86,2021,2.177442932,Centres patrimonials,Museus i col·leccions,Museu de Cera
41.410779883,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Fons_Colleccio,,,3181393,70,Ciència,87,2021,2.220482541,Centres patrimonials,Museus i col·leccions,Museu de Ciències Naturals de Barcelona. MCNB
41.410779883,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Num_Exposicions_Temporals,,,3,70,Ciència,88,2021,2.220482541,Centres patrimonials,Museus i col·leccions,Museu de Ciències Naturals de Barcelona. MCNB
41.410779883,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Visitants,,,186638,70,Ciència,89,2021,2.220482541,Centres patrimonials,Museus i col·leccions,Museu de Ciències Naturals de Barcelona. MCNB
41.410779883,Consorci o fundació amb presència municipal,10,,,Sant Martí,,el Besòs i el Maresme,Visites_Exposicions_Temporals,,,76760,70,Ciència,90,2021,2.220482541,Centres patrimonials,Museus i col·leccions,Museu de Ciències Naturals de Barcelona. MCNB
41.382282529,Privada,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,43600,2,Història i memòria,91,2021,2.172714946,Centres patrimonials,Museus i col·leccions,Museu de l'Eròtica
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Num_Exposicions_Temporals,,,4,5,Història i memòria,92,2021,2.184867722,Centres patrimonials,Museus i col·leccions,Museu de la Música
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Visitants,,,22392,5,Història i memòria,93,2021,2.184867722,Centres patrimonials,Museus i col·leccions,Museu de la Música
41.398366625,Consorci o fundació amb presència municipal,2,,,Eixample,,el Fort Pienc,Visites_Exposicions_Temporals,,,46373,5,Història i memòria,94,2021,2.184867722,Centres patrimonials,Museus i col·leccions,Museu de la Música
41.387387733,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,37702,4,Història i memòria,95,2021,2.181708405,Centres patrimonials,Museus i col·leccions,Museu de la Xocolata
41.4025295461622,Municipal,10,,El Museu del Disseny de Barcelona es va inaugurar el 13/12/2014.,Sant Martí,,el Parc i la Llacuna del Poblenou,Fons_Colleccio,,,79872,66,Arts visuals,96,2021,2.1880652060461467,Centres patrimonials,Museus i col·leccions,Museu del Disseny de Barcelona
41.4025295461622,Municipal,10,,El Museu del Disseny de Barcelona es va inaugurar el 13/12/2014.,Sant Martí,,el Parc i la Llacuna del Poblenou,Num_Exposicions_Temporals,,,5,66,Arts visuals,97,2021,2.1880652060461467,Centres patrimonials,Museus i col·leccions,Museu del Disseny de Barcelona
41.4025295461622,Municipal,10,,El Museu del Disseny de Barcelona es va inaugurar el 13/12/2014.,Sant Martí,,el Parc i la Llacuna del Poblenou,Visitants,,,79039,66,Arts visuals,98,2021,2.1880652060461467,Centres patrimonials,Museus i col·leccions,Museu del Disseny de Barcelona
41.4025295461622,Municipal,10,,El Museu del Disseny de Barcelona es va inaugurar el 13/12/2014.,Sant Martí,,el Parc i la Llacuna del Poblenou,Visites_Exposicions_Temporals,,,88569,66,Arts visuals,99,2021,2.1880652060461467,Centres patrimonials,Museus i col·leccions,Museu del Disseny de Barcelona
41.379059282,Privada,4,,,Les Corts,,la Maternitat i Sant Ramon,Visitants,,,378691,20,Història i memòria,100,2021,2.120267204,Centres patrimonials,Museus i col·leccions,Museu del Futbol Club Barcelona
41.42174827,Municipal,5,,,Sarrià-Sant Gervasi,,"Vallvidrera, el Tibidabo i les Planes",Visitants,,,54165,22,Història i memòria,101,2021,2.11979347,Centres patrimonials,Museus i col·leccions,Museu dels Autòmats del Tibidabo
41.393626242,Privada,2,,,Eixample,,la Dreta de l'Eixample,Fons_Colleccio,,,1229,7,Història i memòria,102,2021,2.164736478,Centres patrimonials,Museus i col·leccions,Museu Egipci de Barcelona
41.393626242,Privada,2,,,Eixample,,la Dreta de l'Eixample,Num_Exposicions_Temporals,,,2,7,Història i memòria,103,2021,2.164736478,Centres patrimonials,Museus i col·leccions,Museu Egipci de Barcelona
41.393626242,Privada,2,,,Eixample,,la Dreta de l'Eixample,Visitants,,,107226,7,Història i memòria,104,2021,2.164736478,Centres patrimonials,Museus i col·leccions,Museu Egipci de Barcelona
41.393626242,Privada,2,,,Eixample,,la Dreta de l'Eixample,Visites_Exposicions_Temporals,,,46462,7,Història i memòria,105,2021,2.164736478,Centres patrimonials,Museus i col·leccions,Museu Egipci de Barcelona
41.369062110,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Fons_Colleccio,,,74000,11,Arts visuals,106,2021,2.155983304,Centres patrimonials,Museus i col·leccions,Museu Etnològic i de Cultures del Món
41.369062110,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,3,11,Arts visuals,107,2021,2.155983304,Centres patrimonials,Museus i col·leccions,Museu Etnològic i de Cultures del Món
41.369062110,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visitants,,,39350,11,Arts visuals,108,2021,2.155983304,Centres patrimonials,Museus i col·leccions,Museu Etnològic i de Cultures del Món
41.369062110,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visites_Exposicions_Temporals,,,12583,11,Arts visuals,109,2021,2.155983304,Centres patrimonials,Museus i col·leccions,Museu Etnològic i de Cultures del Món
41.384912046,Privada,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,35622,4,Arts visuals,110,2021,2.180305787,Centres patrimonials,Museus i col·leccions,Museu Europeu d'Art Modern. MEAM
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Fons_Colleccio,,,55000,2,Arts visuals,111,2021,2.176939205,Centres patrimonials,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Num_Exposicions_Temporals,,,2,2,Arts visuals,112,2021,2.176939205,Centres patrimonials,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,31958,2,Arts visuals,113,2021,2.176939205,Centres patrimonials,Museus i col·leccions,Museu Frederic Marès
41.384173998,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visites_Exposicions_Temporals,,,17809,2,Arts visuals,114,2021,2.176939205,Centres patrimonials,Museus i col·leccions,Museu Frederic Marès
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Fons_Colleccio,,,386256,1,Història i memòria,115,2021,2.176041471,Centres patrimonials,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,5,1,Història i memòria,116,2021,2.176041471,Centres patrimonials,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,117002,1,Història i memòria,117,2021,2.176041471,Centres patrimonials,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.375949813,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,21867,1,Història i memòria,118,2021,2.176041471,Centres patrimonials,Museus i col·leccions,Museu Marítim de Barcelona. MMB
41.368853566,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,6,11,Arts visuals,119,2021,2.153363173,Centres patrimonials,Museus i col·leccions,Museu Nacional d'Art de Catalunya. MNAC
41.368853566,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visitants,,,296179,11,Arts visuals,120,2021,2.153363173,Centres patrimonials,Museus i col·leccions,Museu Nacional d'Art de Catalunya. MNAC
41.368853566,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visites_Exposicions_Temporals,,,436912,11,Arts visuals,121,2021,2.153363173,Centres patrimonials,Museus i col·leccions,Museu Nacional d'Art de Catalunya. MNAC
41.366249336,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,3,11,Història i memòria,122,2021,2.157076095,Centres patrimonials,Museus i col·leccions,Museu Olímpic i de l'Esport Joan Antoni Samaranch
41.366249336,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visitants,,,21463,11,Història i memòria,123,2021,2.157076095,Centres patrimonials,Museus i col·leccions,Museu Olímpic i de l'Esport Joan Antoni Samaranch
41.366249336,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visites_Exposicions_Temporals,,,21463,11,Història i memòria,124,2021,2.157076095,Centres patrimonials,Museus i col·leccions,Museu Olímpic i de l'Esport Joan Antoni Samaranch
41.385152312,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Fons_Colleccio,,,5101,4,Arts visuals,125,2021,2.180834795,Centres patrimonials,Museus i col·leccions,Museu Picasso
41.385152312,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Num_Exposicions_Temporals,,,4,4,Arts visuals,126,2021,2.180834795,Centres patrimonials,Museus i col·leccions,Museu Picasso
41.385152312,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,297242,4,Arts visuals,127,2021,2.180834795,Centres patrimonials,Museus i col·leccions,Museu Picasso
41.385152312,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visites_Exposicions_Temporals,,,512474,4,Arts visuals,128,2021,2.180834795,Centres patrimonials,Museus i col·leccions,Museu Picasso
41.3791747,Pública no municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,3,1,Història i memòria,129,2021,2.1744127,Centres patrimonials,Espais d'interès patrimonial,Palau Güell
41.3791747,Pública no municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,83378,1,Història i memòria,130,2021,2.1744127,Centres patrimonials,Espais d'interès patrimonial,Palau Güell
41.3791747,Pública no municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,55215,1,Història i memòria,131,2021,2.1744127,Centres patrimonials,Espais d'interès patrimonial,Palau Güell
41.396100952,Pública no municipal,2,,,Eixample,,la Dreta de l'Eixample,Num_Exposicions_Temporals,,,10,7,Arts visuals,132,2021,2.159514266,Centres d'exposicions,Centres d'exposicions,Palau Robert
41.396100952,Pública no municipal,2,,,Eixample,,la Dreta de l'Eixample,Visitants,,,280352,7,Arts visuals,133,2021,2.159514266,Centres d'exposicions,Centres d'exposicions,Palau Robert
41.396100952,Pública no municipal,2,,,Eixample,,la Dreta de l'Eixample,Visites_Exposicions_Temporals,,,280352,7,Arts visuals,134,2021,2.159514266,Centres d'exposicions,Centres d'exposicions,Palau Robert
41.4134251,Municipal,6,,,Gràcia,,la Salut,Visitants,,,1506642,30,Història i memòria,135,2021,2.1531849,Centres patrimonials,Espais d'interès patrimonial,Park Güell
41.370666,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Fons_Colleccio,,,5308,11,Història i memòria,136,2021,2.149491,Centres patrimonials,Espais d'interès patrimonial,Pavelló Mies van der Rohe
41.370666,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,6,11,Història i memòria,137,2021,2.149491,Centres patrimonials,Espais d'interès patrimonial,Pavelló Mies van der Rohe
41.370666,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visitants,,,43562,11,Història i memòria,138,2021,2.149491,Centres patrimonials,Espais d'interès patrimonial,Pavelló Mies van der Rohe
41.370666,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visites_Exposicions_Temporals,,,22744,11,Història i memòria,139,2021,2.149491,Centres patrimonials,Espais d'interès patrimonial,Pavelló Mies van der Rohe
41.4118413,Consorci o fundació amb presència municipal,7,,,Horta-Guinardó,,el Guinardó,Visitants,,,98568,35,Història i memòria,140,2021,2.1744033,Centres patrimonials,Espais d'interès patrimonial,Recinte Modernista de Sant Pau
41.395574166,Municipal,4,,,Les Corts,,Pedralbes,Visitants,,,48706,21,Història i memòria,141,2021,2.112056853,Centres patrimonials,Museus i col·leccions,Reial Monestir de Santa Maria de Pedralbes
41.377227254,Pública no municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,13,1,Arts visuals,142,2021,2.175597264,Centres d'exposicions,Centres d'exposicions,Santa Mònica
41.377227254,Pública no municipal,1,,,Ciutat Vella,,el Raval,Visitants,,,46774,1,Arts visuals,143,2021,2.175597264,Centres d'exposicions,Centres d'exposicions,Santa Mònica
41.377227254,Pública no municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,45700,1,Arts visuals,144,2021,2.175597264,Centres d'exposicions,Centres d'exposicions,Santa Mònica
41.386823,Municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,621137,4,Ciència,145,2021,2.190346,Centres patrimonials,Museus i col·leccions,Zoo de Barcelona
41.386872640,Municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Num_Exposicions_Temporals,,,2,4,Història i memòria,1,2020,2.181806284,Centres d'exposicions,Arxius,Arxiu Fotogràfic de Barcelona
41.386872640,Municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visitants,,,9331,4,Història i memòria,2,2020,2.181806284,Centres d'exposicions,Arxius,Arxiu Fotogràfic de Barcelona
41.386872640,Municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visites_Exposicions_Temporals,,,9314,4,Història i memòria,3,2020,2.181806284,Centres d'exposicions,Arxius,Arxiu Fotogràfic de Barcelona
41.403188985,Privada,2,,,Eixample,,la Sagrada Família,Visitants,,,763545,6,Història i memòria,4,2020,2.174826626,Centres patrimonials,Espais d'interès arquitectònic,Basílica de la Sagrada Família
41.371294526,Privada,3,,,Sants-Montjuïc,,la Font de la Guatlla,Num_Exposicions_Temporals,,,10,14,Arts visuals,5,2020,2.149575441,Centres d'exposicions,Centres d'exposicions,CaixaForum
41.371294526,Privada,3,,,Sants-Montjuïc,,la Font de la Guatlla,Visitants,,,213478,14,Arts visuals,6,2020,2.149575441,Centres d'exposicions,Centres d'exposicions,CaixaForum
41.371294526,Privada,3,,,Sants-Montjuïc,,la Font de la Guatlla,Visites_Exposicions_Temporals,,,453067,14,Arts visuals,7,2020,2.149575441,Centres d'exposicions,Centres d'exposicions,CaixaForum
41.402912812,Privada,2,,,Eixample,,el Parc i la Llacuna del Poblenou,Num_Exposicions_Temporals,,,2,66,Arts visuals,8,2020,2.194947848,Centres patrimonials,Museus i col·leccions,Can Framis. Fundació Vila Casas
41.402912812,Privada,2,,,Eixample,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament.
",el Parc i la Llacuna del Poblenou,Visitants,,,6209,66,Arts visuals,9,2020,2.194947848,Centres patrimonials,Museus i col·leccions,Can Framis. Fundació Vila Casas
41.402912812,Privada,2,,,Eixample,,el Parc i la Llacuna del Poblenou,Visites_Exposicions_Temporals,,,5750,66,Arts visuals,10,2020,2.194947848,Centres patrimonials,Museus i col·leccions,Can Framis. Fundació Vila Casas
41.3913381,Privada,2,,,Eixample,,la Dreta de l'Eixample,Visitants,,,9566,7,Història i memòria,11,2020,2.16468108,Centres patrimonials,Espais d'interès arquitectònic,Casa Amatller
41.3916967,Privada,2,,,Eixample,,la Dreta de l'Eixample,Visitants,,,230744,7,Història i memòria,12,2020,2.1649608,Centres patrimonials,Espais d'interès arquitectònic,Casa Batlló
41.4036093,Privada,6,,,Gràcia,,la Vila de Gràcia,Num_Exposicions_Temporals,,,3,31,Història i memòria,13,2020,2.1512308,Centres patrimonials,Espais d'interès arquitectònic,Casa Vicens
41.4036093,Privada,6,,,Gràcia,,la Vila de Gràcia,Visitants,,,49376,31,Història i memòria,14,2020,2.1512308,Centres patrimonials,Espais d'interès arquitectònic,Casa Vicens
41.4036093,Privada,6,,,Gràcia,,la Vila de Gràcia,Visites_Exposicions_Temporals,,,51631,31,Història i memòria,15,2020,2.1512308,Centres patrimonials,Espais d'interès arquitectònic,Casa Vicens
41.3675648,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,5,11,Història i memòria,16,2020,2.1685315,Centres patrimonials,Museus i col·leccions,Castell de Montjuïc
41.3675648,Municipal,3,,,Sants-Montjuïc,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament. A partir 30/10 se suspenen totes les activitats i visites excepte les adreçades a grups de convivència i col·lectius vulnerables. 
",el Poble Sec,Visitants,,,189501,11,Història i memòria,17,2020,2.1685315,Centres patrimonials,Museus i col·leccions,Castell de Montjuïc
41.3675648,Municipal,3,,,Sants-Montjuïc,,el Poble Sec,Visites_Exposicions_Temporals,,,84560,11,Història i memòria,18,2020,2.1685315,Centres patrimonials,Museus i col·leccions,Castell de Montjuïc
41.383883057,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Num_Exposicions_Temporals,,,4,1,Arts visuals,19,2020,2.166795152,Centres d'exposicions,Centres d'exposicions,Centre de Cultura Contemporània de Barcelona. CCCB
41.383883057,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament. A partir 30/10 se suspenen totes les activitats i visites excepte les adreçades a grups de convivència i col·lectius vulnerables. 
",el Raval,Visitants,,,147818,1,Arts visuals,20,2020,2.166795152,Centres d'exposicions,Centres d'exposicions,Centre de Cultura Contemporània de Barcelona. CCCB
41.383883057,Consorci o fundació amb presència municipal,1,,,Ciutat Vella,,el Raval,Visites_Exposicions_Temporals,,,104264,1,Arts visuals,21,2020,2.166795152,Centres d'exposicions,Centres d'exposicions,Centre de Cultura Contemporània de Barcelona. CCCB
41.413267367,Privada,5,,,Sarrià-Sant Gervasi,,Sant Gervasi - la Bonanova,Fons_Colleccio,,,8226,25,Ciència,22,2020,2.130658424,Centres patrimonials,Museus i col·leccions,CosmoCaixa
41.413267367,Privada,5,,,Sarrià-Sant Gervasi,,Sant Gervasi - la Bonanova,Num_Exposicions_Temporals,,,5,25,Ciència,23,2020,2.130658424,Centres patrimonials,Museus i col·leccions,CosmoCaixa
41.413267367,Privada,5,,,Sarrià-Sant Gervasi,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament.
",Sant Gervasi - la Bonanova,Visitants,,,358480,25,Ciència,24,2020,2.130658424,Centres patrimonials,Museus i col·leccions,CosmoCaixa
41.413267367,Privada,5,,,Sarrià-Sant Gervasi,,Sant Gervasi - la Bonanova,Visites_Exposicions_Temporals,,,250882,25,Ciència,25,2020,2.130658424,Centres patrimonials,Museus i col·leccions,CosmoCaixa
41.385641483,Municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Num_Exposicions_Temporals,,,1,4,Història i memòria,26,2020,2.183568044,Centres patrimonials,Museus i col·leccions,El Born Centre de Cultura i Memòria
41.385641483,Municipal,1,,,Ciutat Vella,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament. A partir 30/10 se suspenen totes les activitats i visites excepte les adreçades a grups de convivència i col·lectius vulnerables. 
","Sant Pere, Santa Caterina i la Ribera",Visitants,,,295566,4,Història i memòria,27,2020,2.183568044,Centres patrimonials,Museus i col·leccions,El Born Centre de Cultura i Memòria
41.385641483,Municipal,1,,,Ciutat Vella,,"Sant Pere, Santa Caterina i la Ribera",Visites_Exposicions_Temporals,,,9939,4,Història i memòria,28,2020,2.183568044,Centres patrimonials,Museus i col·leccions,El Born Centre de Cultura i Memòria
41.373639,Municipal,3,,L'Espai Bombers Parc de la Prevenció es va inaugurar l'11 de novembre de 2016,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,2,11,Història i memòria,29,2020,2.1543788,Centres patrimonials,Museus i col·leccions,Espai Bombers Parc de la Prevenció
41.373639,Municipal,3,,L'Espai Bombers Parc de la Prevenció es va inaugurar l'11 de novembre de 2016,Sants-Montjuïc,Covid-19: espai tancat del 13/3 fins a finals de setembre de 2020.,el Poble Sec,Visitants,,,3748,11,Història i memòria,30,2020,2.1543788,Centres patrimonials,Museus i col·leccions,Espai Bombers Parc de la Prevenció
41.373639,Municipal,3,,L'Espai Bombers Parc de la Prevenció es va inaugurar l'11 de novembre de 2016,Sants-Montjuïc,,el Poble Sec,Visites_Exposicions_Temporals,,,2510,11,Història i memòria,31,2020,2.1543788,Centres patrimonials,Museus i col·leccions,Espai Bombers Parc de la Prevenció
,Municipal,1,,,Ciutat Vella,,el Barri Gòtic,Visitants,,,64222,2,Història i memòria,32,2020,,Centres patrimonials,Espais d'interès arquitectònic,Espais patrimonials del MUHBA
41.390963134,Privada,2,,,Eixample,,la Dreta de l'Eixample,Num_Exposicions_Temporals,,,4,7,Arts visuals,33,2020,2.175293998,Centres d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.390963134,Privada,2,,,Eixample,,la Dreta de l'Eixample,Visitants,,,5412,7,Arts visuals,34,2020,2.175293998,Centres d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.4134251,Municipal,6,,,Gràcia,,la Salut,Visitants,,,588723,30,Història i memòria,130,2020,2.1531849,Centres patrimonials,Espais d'interès arquitectònic,Park Güell
41.390963134,Privada,2,,,Eixample,,la Dreta de l'Eixample,Visites_Exposicions_Temporals,,,9788,7,Arts visuals,35,2020,2.175293998,Centres d'exposicions,Centres d'exposicions,Espais VolART i VolART2. Fundació Vila Casas
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Num_Exposicions_Temporals,,,6,60,Arts visuals,36,2020,2.190815632,Centres d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Visitants,,,7576,60,Arts visuals,37,2020,2.190815632,Centres d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.433762956,Municipal,9,,,Sant Andreu,,Sant Andreu,Visites_Exposicions_Temporals,,,6946,60,Arts visuals,38,2020,2.190815632,Centres d'exposicions,Centres d'exposicions,Fabra i Coats - Centre d'Art Contemporani
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de l'Eixample,Num_Exposicions_Temporals,,,6,7,Arts visuals,39,2020,2.163757744,Centres patrimonials,Museus i col·leccions,Fundació Antoni Tàpies
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament. A partir 30/10 se suspenen totes les activitats i visites excepte les adreçades a grups de convivència i col·lectius vulnerables. 
",la Dreta de l'Eixample,Visitants,,,13471,7,Arts visuals,40,2020,2.163757744,Centres patrimonials,Museus i col·leccions,Fundació Antoni Tàpies
41.391522171,Consorci o fundació amb presència municipal,2,,,Eixample,,la Dreta de l'Eixample,Visites_Exposicions_Temporals,,,37380,7,Arts visuals,41,2020,2.163757744,Centres patrimonials,Museus i col·leccions,Fundació Antoni Tàpies
41.3876349,Privada,1,,,Ciutat Vella,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament - Dades no disponibles
","Sant Pere, Santa Caterina i la Ribera",Visitants,,,20607,4,Arts visuals,42,2020,2.1827391,Centres patrimonials,Museus i col·leccions,Fundació Foto Colectania
41.369116603,Privada,3,,,Sants-Montjuïc,,el Poble Sec,Fons_Colleccio,,,470,11,Arts visuals,43,2020,2.146724957,Centres patrimonials,Museus i col·leccions,Fundació Fran Daurel
41.369116603,Privada,3,,,Sants-Montjuïc,"Covid-19: espai tancat del 13/3 al 24/5/2020. Reobertura progressiva amb límits i controls d'aforament.
",el Poble Sec,Visitants,,,33274,11,Arts visuals,44,2020,2.146724957,Centres patrimonials,Museus i col·leccions,Fundació Fran Daurel
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Fons_Colleccio,,,20341,11,Arts visuals,45,2020,2.159851,Centres patrimonials,Museus i col·leccions,Fundació Joan Miró
41.36863,Consorci o fundació amb presència municipal,3,,,Sants-Montjuïc,,el Poble Sec,Num_Exposicions_Temporals,,,8,11,Arts visuals,46,2020,2.159851,Centres patrimonials,Museus i col·leccions,Fundació Joan Miró
