Assistents_fora_de_Barcelona,Edicio,Titularitat,DataInici,DataFi,Assistents_a_Barcelona,Notes_Dades,Espai,Ambit,NomDelFestival,Organitzador,_id,Any,Tipus,Assistents,Nota
,8,Municipal,2013-01-02T00:00:00,2013-09-02T00:00:00,,,,Lletres,BCNegra. Trobada de Novel·la Negra de Barcelona,Institut de Cultura. Ajuntament de Barcelona,23,2013,Festivals,6271,
,11,Privada,2013-10-24T00:00:00,2013-03-11T00:00:00,,,,Audiovisuals,Beefeater In-Edit Festival,Inedit Producciones,24,2013,Festivals,30972,
,1,Privada,2013-07-20T00:00:00,2013-07-20T00:00:00,,,,Música,Bona Nit Barcelona,Fundació Bona Nit Barcelona,25,2013,Festivals,3102,
,2,Privada,2013-01-09T00:00:00,2013-01-09T00:00:00,,,,Música,Campi qui Boogie! Festival Internac. de Boogie Woogie de Barcelona,Coloma & Co Boogie Woogie Produccions,26,2013,Festivals,,Última edició any 2013.
,3,Privada,2013-03-19T00:00:00,2013-03-23T00:00:00,,,,Música,Cau d'Orella,Assoc. Cau d'Orella,27,2013,Festivals,2170,
,23,Municipal,2013-10-21T00:00:00,2013-12-18T00:00:00,,,,Audiovisuals,Cicle de Cinema de Dones,CIRD. Centre d'Informació i Recursos per a les Dones,28,2013,Festivals,,
,2,Privada,2013-07-25T00:00:00,2013-08-29T00:00:00,,,,Audiovisuals,Cinema Lliure a la Platja,Mago Audiovisual Production,29,2013,Festivals,10000,
,20,Privada,2013-05-23T00:00:00,2013-05-26T00:00:00,,,,Música,Ciutat Flamenco,Taller de Músics,30,2013,Festivals,2000,
,1,Consorci o fundació amb presència municipal,2013-10-01T00:00:00,2013-01-13T00:00:00,,,,Audiovisuals,Collage Exquisit,CCCB,31,2013,Festivals,,Última edició any 2013.
,7,Privada,2013-04-11T00:00:00,2013-07-11T00:00:00,,,,Lletres,Como Pedro por mi casa,Julia Pelletier,32,2013,Festivals,500,
,5,Privada,2013-02-05T00:00:00,2013-10-08T00:00:00,,,,Música,Concerts de l'Estiu al Poble Espanyol,Poble Espanyol,33,2013,Festivals,,Última edició any 2013.
,2,Privada,2013-12-10T00:00:00,2013-11-17T00:00:00,,,,Música,Connexions,Taller de Músics,34,2013,Festivals,693,
,6,Privada,2013-11-07T00:00:00,2013-12-07T00:00:00,,,,Música,Cruïlla BCN,Barcelona Events Musicals SL,35,2013,Festivals,31000,
,16,Privada,2013-04-26T00:00:00,2013-09-05T00:00:00,,,,Audiovisuals,Curt Ficcions Barcelona,Curt Ficcions,36,2013,Festivals,1652,
,3,Privada,2013-04-25T00:00:00,2013-02-05T00:00:00,,,,Audiovisuals,D'A. Festival Internacional de Cinema d'Autor de Barcelona,Noucinemart,37,2013,Festivals,10000,
,1,Municipal,2013-04-19T00:00:00,2013-04-21T00:00:00,,,,Arts visuals,D-IVE Mobile Photography Festival,Museu del Disseny de Barcelona,38,2013,Festivals,,Última edició any 2013.
,4,Privada,2013-06-11T00:00:00,2013-11-28T00:00:00,,,,Arts escèniques,Dansa Ara,Fundació Catalunya - La Pedrera,39,2013,Festivals,390,
,2,Municipal,2013-12-14T00:00:00,2013-12-15T00:00:00,,,,Multidisciplinaris i altres,DAU Barcelona,Institut de Cultura. Ajuntament de Barcelona,40,2013,Festivals,9000,
,8,Privada,2013-01-01T00:00:00,2013-07-06T00:00:00,,,,Música,De Cajón. Festival Flamenco de Barcelona,The Project Music Company,41,2013,Festivals,6922,Última edició any 2013.
,19,Privada,2013-10-10T00:00:00,2013-05-11T00:00:00,,,,Multidisciplinaris i altres,DeProp,Fundació Catalunya - La Pedrera,42,2013,Festivals,737,
,10,Privada,2013-10-21T00:00:00,2013-10-31T00:00:00,,,,Audiovisuals,Diàspora. Mostra de Cinema Colombià,Imago Gestiona,43,2013,Festivals,2532,
,16,Privada,2013-05-28T00:00:00,2013-02-06T00:00:00,,,,Audiovisuals,DocsBarcelona,Planeta Med S.L.,44,2013,Festivals,6355,
,10,Privada,2013-12-14T00:00:00,2013-12-31T00:00:00,,,,Arts visuals,Drap-Art. Festival Internacional de Reciclatge Artístic de Catalunya,Drap-Art,45,2013,Festivals,7586,
,16,Privada,2013-10-25T00:00:00,2013-05-12T00:00:00,,,,Música,EH SONA! Festival de Música Basca a Barcelona,Centre Cultural Euskal Etxea Barcelona,46,2013,Festivals,15000,
,1,Privada,2013-04-21T00:00:00,2013-04-21T00:00:00,,,,Multidisciplinaris i altres,El Dia Minimúsica (primavera),Minimúsica ,47,2013,Festivals,800,
,9,Privada,2013-09-11T00:00:00,2013-11-24T00:00:00,,,,Arts escèniques,El Més Petit de Tots,Imaginart,48,2013,Festivals,2516,
,6,Privada,2013-11-16T00:00:00,2013-11-24T00:00:00,,,,Audiovisuals,El Meu Primer Festival,Assoc. Isla Elefante Projectes Culturals,49,2013,Festivals,7246,
,15,Privada,2013-11-12T00:00:00,2013-12-29T00:00:00,,,,Música,Els Grans del Gospel,The Project Music Company,50,2013,Festivals,4600,
,5,Consorci o fundació amb presència municipal,2013-02-16T00:00:00,2013-02-16T00:00:00,,,,Música,Emergència!,CCCB,51,2013,Festivals,735,
,2,Municipal,2013-08-06T00:00:00,2013-08-06T00:00:00,,,,Música,Ermessenda Pop Festival,Centre Cívic d'Urgell,52,2013,Festivals,,
,12,Privada,2013-10-17T00:00:00,2013-10-20T00:00:00,,,,Arts escèniques,Escena Poblenou,Assoc. Festival de Creació Contemporània Poblenou,53,2013,Festivals,5000,
,3,Privada,2013-11-06T00:00:00,2013-11-07T00:00:00,,,,Multidisciplinaris i altres,FADfest. The festival of all design,FAD,54,2013,Festivals,57785,
,19,Privada,2013-03-10T00:00:00,2013-10-31T00:00:00,,,,Arts visuals,Fem Art,Col·lectiu FemArt,55,2013,Festivals,400,
,8,Privada,2013-08-19T00:00:00,2013-08-21T00:00:00,,,,Música,Festigàbal,Assoc. Cultural Heliogàbal,56,2013,Festivals,10600,
,1,Privada,2013-06-16T00:00:00,2013-07-28T00:00:00,,,,Multidisciplinaris i altres,Festiu,Assoc. Cultural ATTO,57,2013,Festivals,2465,
,4,Privada,2013-10-31T00:00:00,2013-10-31T00:00:00,,,,Audiovisuals,Festival Antic Horror Picture Show,Antic Teatre i Guillem Puig,58,2013,Festivals,78,
,12,Consorci o fundació amb presència municipal,2013-09-20T00:00:00,2013-09-24T00:00:00,,,,Multidisciplinaris i altres,Festival Àsia,Casa Àsia,59,2013,Festivals,,
,6,Privada,2013-04-11T00:00:00,2013-11-16T00:00:00,,,,Arts escèniques,Festival Barcelona en Butoh,Assoc. Cultural Cos Transitori,60,2013,Festivals,500,
,7,Privada,2013-08-07T00:00:00,2013-07-28T00:00:00,,,,Arts escèniques,Festival Barcino,Almeria Teatre,61,2013,Festivals,455,Última edició any 2013.
,23,Privada,2013-06-07T00:00:00,2013-07-07T00:00:00,,,,Música,Festival Cante Flamenco de la Mina,Centro Cultural Gitano de la Mina,62,2013,Festivals,6500,
,3,Pública no municipal,2013-07-20T00:00:00,2013-07-21T00:00:00,,,,Multidisciplinaris i altres,Festival Catalunya Celta,Assoc. Catalunya Celta,63,2013,Festivals,1000,
,11,Privada,2013-11-07T00:00:00,2013-07-21T00:00:00,,,,Música,Festival de Blues de Barcelona,Assoc. Capibola Blues,64,2013,Festivals,3000,
,1,Privada,2013-06-14T00:00:00,2013-06-16T00:00:00,,,,Audiovisuals,Festival de Cinema Alemany,Paco Poch Cinema,65,2013,Festivals,924,
,5,Privada,2013-09-05T00:00:00,2013-12-05T00:00:00,,,,Audiovisuals,Festival de Cinema en Creative Commons de Barcelona. BccN,Assoc. Panorama 180,66,2013,Festivals,1100,
,10,Privada,2013-05-16T00:00:00,2013-05-26T00:00:00,,,,Audiovisuals,Festival de Cinema i Drets Humans de Barcelona,Drets en acció,67,2013,Festivals,8000,
,15,Privada,2013-09-06T00:00:00,2013-06-16T00:00:00,,,,Audiovisuals,Festival de Cinema Jueu de Barcelona,Assoc. Festival de Cinema Jueu a Barcelona,68,2013,Festivals,3800,
,10,Privada,2013-12-05T00:00:00,2013-05-19T00:00:00,,,,Arts escèniques,Festival de Claqué de Barcelona,Assoc. Tot Pel Claqué,69,2013,Festivals,,Última edició any 2013.
,11,Privada,2013-01-01T00:00:00,2013-12-31T00:00:00,,,,Multidisciplinaris i altres,Festival de Cultura Raval(s),Fundació Tot Raval,70,2013,Festivals,3500,
,4,Privada,2013-09-11T00:00:00,2013-10-11T00:00:00,,,,Música,Festival de Flamenco Carmen Amaya,El Tablao de Carmen,71,2013,Festivals,,Última edició any 2013.
,,Municipal,2013-02-06T00:00:00,2013-08-30T00:00:00,,,,Música,Festival de Música als Parcs,Ajuntament de Barcelona,72,2013,Festivals,13000,
,35,Consorci o fundació amb presència municipal,2013-02-15T00:00:00,2013-06-27T00:00:00,,,,Música,Festival de Música Antiga de Barcelona,"L'Auditori, Palau de la Música Catalana i Gran Teatre del Liceu",73,2013,Festivals,33803,L'any 2012 el festival no va tenir lloc. Última edició any 2013.
,21,Privada,2013-11-22T00:00:00,2013-11-22T00:00:00,,,,Lletres,Festival de Polipoesia de Barcelona,"La Papa (Performers, Artistes i Poetes Associats)",74,2013,Festivals,,Última edició any 2013.
,9,Privada,2013-06-12T00:00:00,2013-12-31T00:00:00,,,,Arts escèniques,Festival de Putxinel·lis d'Hivern,Teatre La Puntual SL,75,2013,Festivals,,
,4,Privada,2013-03-22T00:00:00,2013-03-24T00:00:00,,,,Arts escèniques,Festival de Titelles de Barcelona,Poble Espanyol,76,2013,Festivals,1388,
,6,Privada,2013-04-23T00:00:00,2013-04-26T00:00:00,,,,Lletres,Festival del Llibre d'Artista i la Petita Edició,ILDE,77,2013,Festivals,3000,
,14,Municipal,2013-06-27T00:00:00,2013-06-29T00:00:00,,,,Música,Festival Flamenco Nou Barris,Assoc. Promotora per a la Fundació Catalunya Arte Flamenco,78,2013,Festivals,600,
,26,Privada,2013-11-01T00:00:00,2013-03-22T00:00:00,,,,Música,Festival Folk Internacional Tradicionàrius,CAT. Centre Artesà Tradicionàrius,79,2013,Festivals,10000,
,1,Privada,2013-11-30T00:00:00,2013-01-12T00:00:00,,,,Audiovisuals,Festival Inclús,Assoc. Inclús,80,2013,Festivals,120,
,8,Consorci o fundació amb presència municipal,2013-06-26T00:00:00,2013-07-28T00:00:00,,,,Arts visuals,Festival Internacional d'Arquitectura eme3,ADN Asociación Cultural Multidisciplinar,81,2013,Festivals,10000,Última edició any 2013.
,1,Privada,2013-06-13T00:00:00,2013-06-18T00:00:00,,,,Música,Festival Internacional de Boleros,Comunicamanagers & Mas i Mas,82,2013,Festivals,,
,48,Privada,2013-07-07T00:00:00,2013-07-13T00:00:00,,,,Música,Festival Internacional de Cant Coral a Barcelona,Federació Catalana d'Entitats Corals,83,2013,Festivals,550,
,13,Privada,2013-10-16T00:00:00,2013-10-27T00:00:00,,,,Audiovisuals,Festival Internacional de Cinema Gai i Lèsbic de Barcelona,Assoc. Cultural FICGLB,84,2013,Festivals,4313,
,45,Privada,2013-10-19T00:00:00,2013-01-12T00:00:00,,,,Música,Festival Internacional de Jazz de Barcelona,The Project Music Company,85,2013,Festivals,29253,
,2,Privada,2013-07-18T00:00:00,2013-05-09T00:00:00,,,,Música,Festival Internacional de Música Catalana,Assoc. d'Idees - La Escocesa,86,2013,Festivals,,Última edició any 2013.
,1,Privada,2013-06-20T00:00:00,2013-08-07T00:00:00,,,,Música,Festival Jardins de Pedralbes,Concert Studio,87,2013,Festivals,13930,
,23,Privada,2013-01-09T00:00:00,2013-09-22T00:00:00,,,,Música,Festival l'Hora del Jazz. Memorial Tete Montoliu,Assoc. de Músics de Jazz i Música Moderna de Catalunya,88,2013,Festivals,6000,
,18,Privada,2013-04-10T00:00:00,2013-10-19T00:00:00,,,,Música,Festival LEM de Música Experimental,Gràcia Territori Sonor,89,2013,Festivals,4726,
,24,Privada,2013-10-10T00:00:00,2013-10-11T00:00:00,,,,Música,Festival MPB. Festival de Música Popular de Barcelona,Zingaria Produccions SL,90,2013,Festivals,12000,
,,Pública no municipal,2013-07-18T00:00:00,2013-07-18T00:00:00,,,,Música,Festival Pròxims,Producciones Animadas,91,2013,Festivals,,
,10,Privada,2013-06-06T00:00:00,2013-12-06T00:00:00,,,,Arts escèniques,Festival Shakespeare,Assoc. Festival Shakespeare,92,2013,Festivals,2044,
,17,Privada,2013-12-11T00:00:00,2013-11-16T00:00:00,,,,Audiovisuals,FIAB. Festival Internacional de l'Audiovisual de Barcelona,Observatori Europeu de Televisió Infantil,93,2013,Festivals,,Última edició any 2013.
,20,Privada,2013-01-11T00:00:00,2013-10-11T00:00:00,,,,Audiovisuals,FICMA. Festival Internacional de Cinema del Medi Ambient,Assoc. Accions 3E,94,2013,Festivals,6000,
,3,Privada,2013-11-21T00:00:00,2013-11-24T00:00:00,,,,Audiovisuals,Film & Cook. Festival de Cinema i Gastronomia,Fundación Cultura y Gastronomía,95,2013,Festivals,,
,62,Privada,2013-09-20T00:00:00,2013-06-10T00:00:00,,,,Lletres,Fira del Llibre d'Ocasió Antic i Modern,Gremi de Llibreters de Vell de Catalunya,96,2013,Fires,,
,18,Privada,2013-04-07T00:00:00,2013-07-14T00:00:00,,,,Audiovisuals,FIRE!! Mostra Internacional de Cinema Gai i Lesbià,Casal Lambda,97,2013,Festivals,6810,
,4,Privada,2013-01-12T00:00:00,2013-12-31T00:00:00,,,,Lletres,Flic. Festival de literatures i arts infantil i juvenil (desembre),Assoc. Tantàgora Serveis Culturals,98,2013,Festivals,3000,
,3,Privada,2013-01-01T00:00:00,2013-01-31T00:00:00,,,,Lletres,Flic. Festival de literatures i arts infantil i juvenil (gener-març),Assoc. Tantàgora Serveis Culturals,99,2013,Festivals,1500,
,8,Privada,2013-11-02T00:00:00,2013-12-22T00:00:00,,,,Audiovisuals,Flux. Festival de Vídeo d'Autor,Habitual Video Team,100,2013,Festivals,1800,
,12,Consorci o fundació amb presència municipal,2013-06-08T00:00:00,2013-08-22T00:00:00,,,,Audiovisuals,Gandules,CCCB,101,2013,Festivals,5916,
,37,Municipal,2013-01-07T00:00:00,2013-07-31T00:00:00,,,,Multidisciplinaris i altres,Grec Festival de Barcelona,Institut de Cultura. Ajuntament de Barcelona,102,2013,Festivals,66585,
,24,Privada,2013-06-02T00:00:00,2013-06-16T00:00:00,,,,Música,Guitar Bcn,The Project Music Company,103,2013,Festivals,20043,
,10,Privada,2013-09-14T00:00:00,2013-09-14T00:00:00,,,,Multidisciplinaris i altres,Hipnotik Festival,Hipnotik Factory,104,2013,Festivals,,
,4,Privada,2013-04-02T00:00:00,2013-02-23T00:00:00,,,,Multidisciplinaris i altres,"IDN. Imatge, Dansa i Nous Mitjans",Assoc. NU2'S i Mercat de les Flors,105,2013,Festivals,2600,Festival biennal.
,5,Privada,2013-05-25T00:00:00,2013-06-23T00:00:00,,,,Audiovisuals,ImagineIndia Film Festival Barcelona,Asian Films,106,2013,Festivals,790,
,,Privada,2013-11-16T00:00:00,2013-11-16T00:00:00,,,,Música,International Choral Festival Barcelona,Assoc. d'Idees - La Escocesa,107,2013,Festivals,,Última edició any 2013.
,7,Consorci o fundació amb presència municipal,2013-03-14T00:00:00,2013-03-16T00:00:00,,,,Lletres,Kosmopolis. La Festa de la Literatura Amplificada,CCCB,108,2013,Festivals,,Festival biennal.
,20,Privada,2013-11-18T00:00:00,2013-11-24T00:00:00,,,,Audiovisuals,L'Alternativa. Festival de Cinema Independent de Barcelona,La Fàbrica de Cinema Alternatiu de Barcelona,109,2013,Festivals,,
,1,Privada,2013-09-12T00:00:00,2013-12-14T00:00:00,,,,Música,LIED Festival Victoria de los Ángeles,Fund. Victoria de los Ángeles,110,2013,Festivals,950,
,9,Privada,2013-03-04T00:00:00,2013-04-26T00:00:00,,,,Lletres,"Literaldia. L'Euskal Herria d'avui, en la literatura",Centre Cultural Euskal Etxea Barcelona,111,2013,Festivals,1000,
,2,Municipal,2013-12-02T00:00:00,2013-02-17T00:00:00,,,,Multidisciplinaris i altres,Llum BCN,Institut de Cultura. Ajuntament de Barcelona,112,2013,Festivals,,
,,Privada,2013-05-16T00:00:00,2013-05-25T00:00:00,,,,Arts visuals,Loop Fair,Screen Projects S.L.,113,2013,Fires,6000,
,11,Privada,2013-05-16T00:00:00,2013-05-25T00:00:00,,,,Arts visuals,Loop Festival (abans Screen Festival),Screen Projects S.L.,114,2013,Festivals,135000,
,4,Privada,2013-10-18T00:00:00,2013-10-20T00:00:00,,,,Arts escèniques,Màgicus. Festival de Màgia Jove de Barcelona,Lluïsos de Gràcia,115,2013,Festivals,210,
,25,Privada,2013-11-11T00:00:00,2013-11-16T00:00:00,,,,Audiovisuals,Marató de Cinema Fantàstic i de Terror de Sants,"Aj. de BCN i Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",116,2013,Festivals,2700,
,5,Privada,2013-05-31T00:00:00,2013-08-30T00:00:00,,,,Audiovisuals,Mecal Air,Assoc.  Mecal,117,2013,Festivals,10400,
,15,Privada,2013-04-04T00:00:00,2013-04-28T00:00:00,,,,Audiovisuals,Mecal. Festival Internacional de Curtmetratges de Barcelona,Assoc.  Mecal,118,2013,Festivals,12000,
,4,Municipal,2013-09-20T00:00:00,2013-09-24T00:00:00,,,,Arts escèniques,Mercè Arts de Carrer. MAC,Institut de Cultura. Ajuntament de Barcelona,119,2013,Festivals,169694,
,18,Privada,2013-02-23T00:00:00,2013-02-23T00:00:00,,,,Música,Minifestival de Música i Cultura Independent de Barcelona,Assoc.  Minifestival de Música Independent,120,2013,Festivals,900,
,3,Privada,2013-11-14T00:00:00,2013-11-16T00:00:00,,,,Multidisciplinaris i altres,MIRA,MIRA Associació Cultural,121,2013,Festivals,2500,
,3,Privada,2013-01-16T00:00:00,2013-01-25T00:00:00,,,,Audiovisuals,MIRADOCS. Barcelona Mirades Documentals,Cineclub Barcelona Espai de Cinema,122,2013,Festivals,400,
,9,Municipal,2013-04-13T00:00:00,2013-04-14T00:00:00,,,,Lletres,Món Llibre,Institut de Cultura. Ajuntament de Barcelona,123,2013,Festivals,20000,
,2,Privada,2013-10-10T00:00:00,2013-11-15T00:00:00,,,,Audiovisuals,Mostra de Cinema Alemany Contemporani,Assoc. d'Idees - La Escocesa,124,2013,Festivals,,Última edició any 2013.
,,Privada,2013-12-13T00:00:00,2013-12-19T00:00:00,,,,Audiovisuals,Mostra de Cinema Italià de Barcelona. MCIB,Istituto Luce Cinecittà,125,2013,Festivals,,
,3,Privada,2013-02-12T00:00:00,2013-04-12T00:00:00,,,,Audiovisuals,Mostra de Curtmetratge per la Identitat-Catalunya,Assoc. Crear per la Identitat i la Memòria,126,2013,Festivals,407,
,12,Privada,2013-01-06T00:00:00,2013-06-15T00:00:00,,,,Audiovisuals,Mostra de Curtmetratges Dr. Mabuse,La Jarra Azul,127,2013,Festivals,900,
,18,Privada,2013-10-21T00:00:00,2013-11-13T00:00:00,,,,Arts escèniques,Mostra de Teatre de Barcelona,Artípolis,128,2013,Festivals,570,
,21,Privada,2013-01-01T00:00:00,2013-12-31T00:00:00,,,,Audiovisuals,Mostra Internacional de Films de Dones de Barcelona,Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals,129,2013,Festivals,5000,
,4,Privada,2013-10-19T00:00:00,2013-10-26T00:00:00,,,,Lletres,Munt de Mots. Festival de Narració Oral de Barcelona,Assoc.  Munt de Paraules,130,2013,Festivals,2130,
,7,Privada,2013-11-25T00:00:00,2013-11-30T00:00:00,,,,Audiovisuals,Musiclip Festival,Activa Films,131,2013,Festivals,,Última edició any 2013.
,11,Mixta,2013-11-30T00:00:00,2013-11-30T00:00:00,,,,Música,Músics al Metro de Barcelona,TMB i AMUC BCN,132,2013,Festivals,,
,13,Privada,2013-06-20T00:00:00,2013-07-09T00:00:00,,,,Música,Nits d'Estiu a La Pedrera,Fundació Catalunya - La Pedrera,133,2013,Festivals,10147,
,13,Privada,2013-09-11T00:00:00,2013-11-28T00:00:00,,,,Arts escèniques,Novembre Vaca,Projecte Vaca,134,2013,Festivals,,
,2,Privada,2013-07-02T00:00:00,2013-02-28T00:00:00,,,,Arts escèniques,"Noves Escenes, Noves Mirades",Fundació Catalunya - La Pedrera,135,2013,Festivals,383,
,5,Privada,2013-10-07T00:00:00,2013-07-20T00:00:00,,,,Multidisciplinaris i altres,nunOff. Festival de Creació Emergent de Barcelona,nunArt,136,2013,Festivals,2000,
,13,Privada,2013-06-06T00:00:00,2013-08-06T00:00:00,,,,Multidisciplinaris i altres,OFFF Let's feed the future,99 Produccions S.L.,137,2013,Festivals,,
,3,Privada,2013-06-26T00:00:00,2013-06-28T00:00:00,,,,Arts visuals,OjodePez Photo Meeting Barcelona,La Fàbrica i La Virreina Centre de la Imatge,138,2013,Festivals,,
,2,Privada,2013-02-06T00:00:00,2013-09-22T00:00:00,,,,Multidisciplinaris i altres,Piknic Electronik,Piknic Electronik Barcelona,139,2013,Festivals,,
,13,Privada,2013-05-22T00:00:00,2013-05-26T00:00:00,,,,Música,Primavera Sound,Primavera Sound,140,2013,Festivals,171190,
,4,Privada,2013-05-27T00:00:00,2013-06-17T00:00:00,,,,Arts escèniques,Primavera Vaca,Projecte Vaca,141,2013,Festivals,,
,1,Consorci o fundació amb presència municipal,2013-03-05T00:00:00,2013-04-05T00:00:00,,,,Multidisciplinaris i altres,Primera Persona,CCCB,142,2013,Festivals,1019,
,11,Privada,2013-06-30T00:00:00,2013-07-08T00:00:00,,,,Audiovisuals,Sala Montjuïc,Assoc. Cultural Modiband,143,2013,Festivals,34266,
,2,Consorci o fundació amb presència municipal,2013-10-19T00:00:00,2013-03-11T00:00:00,,,,Arts escèniques,SÂLMON. Talents Europeus en Moviment,Mercat de les Flors i Graner,144,2013,Festivals,2276,
,19,Privada,2013-10-31T00:00:00,2013-03-11T00:00:00,,,,Lletres,Saló del Manga de Barcelona,Ficòmic,145,2013,Fires,115000,
,31,Privada,2013-11-04T00:00:00,2013-04-14T00:00:00,,,,Lletres,Saló Internacional del Còmic de Barcelona,Ficòmic,146,2013,Fires,106000,
,,Privada,2013-07-27T00:00:00,2013-07-27T00:00:00,,,,Música,Salsa & Latin Jazz Festival (dins de Concerts de l'Estiu del Poble Espanyol),La Trifulca,147,2013,Festivals,,Última edició any 2013.
,11,Privada,2013-07-26T00:00:00,2013-11-09T00:00:00,,,,Música,San Miguel Mas i Mas Festival,"Pelaimas, SL",148,2013,Festivals,37339,
,4,Privada,2013-11-11T00:00:00,2013-11-16T00:00:00,,,,Arts escèniques,Setmana de l'Humor Llatinoamericà,Casa Amèrica Catalunya,149,2013,Festivals,1000,Última edició any 2013.
,31,Privada,2013-06-09T00:00:00,2013-09-15T00:00:00,,,,Lletres,Setmana del Llibre en Català,Assoc.  d'Editors en llengua catalana,150,2013,Fires,,
,19,Municipal,2013-07-06T00:00:00,2013-08-06T00:00:00,,,,Música,Simbiruta. Festival Jove de la Guineueta,Casal de Joves de la Guineueta,151,2013,Festivals,,
