Assistents_fora_de_Barcelona,Edicio,Titularitat,DataInici,DataFi,Assistents_a_Barcelona,Notes_Dades,Espai,Ambit,NomDelFestival,Organitzador,_id,Any,Tipus,Assistents,Nota
,1,Privada,2018-10-18T00:00:00,2018-10-28T00:00:00,,,,Multidisciplinaris i altres,Kronos Art BCN,,127,2018,Festivals,1700,
,25,Privada,2018-12-11T00:00:00,2018-11-18T00:00:00,,,,Audiovisuals,L'Alternativa. Festival de Cinema Independent de Barcelona,,128,2018,Festivals,19000,
,4,Privada,2018-06-16T00:00:00,2018-06-18T00:00:00,,,,Arts escèniques,L'Altre Festival,,129,2018,Festivals,,
,6,Privada,2018-01-25T00:00:00,2018-01-27T00:00:00,,,,Audiovisuals,La mida no importa,,130,2018,Festivals,650,
,8,Privada,2018-08-06T00:00:00,2018-09-15T00:00:00,,,,Música,La Pedrera Jazz,,131,2018,Festivals,7232,
,,Privada,2018-11-07T00:00:00,2018-02-09T00:00:00,,,,Audiovisuals,La Puttanesca,,132,2018,Festivals,,
,2,Privada,2018-02-11T00:00:00,2018-11-11T00:00:00,,,,Lletres,La setmana de l'àlbum,,133,2018,Festivals,2000,
,5,Privada,2018-06-04T00:00:00,2018-07-04T00:00:00,,,,Música,Lapsus Festival,,134,2018,Festivals,1181,
,36,Privada,2018-03-10T00:00:00,2018-05-10T00:00:00,,,,Lletres,Liber,,135,2018,Fires,11000,
,6,Privada,2018-09-25T00:00:00,2018-12-12T00:00:00,,,,Música,LIED Festival Victoria de los Ángeles,,136,2018,Festivals,3790,
,4,Privada,2018-11-05T00:00:00,2018-05-13T00:00:00,,,,Lletres,Literal,,137,2018,Fires,10000,
,14,Privada,2018-06-04T00:00:00,2018-04-27T00:00:00,,,,Lletres,"Literaldia. L'Euskal Herria d'avui, en la literatura",,138,2018,Festivals,,Última edició any 2018.
,7,Municipal,2018-02-16T00:00:00,2018-02-18T00:00:00,,,,Multidisciplinaris i altres,Llum BCN,,139,2018,Festivals,170000,
,16,Privada,2018-12-11T00:00:00,2018-11-22T00:00:00,,,,Arts visuals,Loop Fair,,140,2018,Fires,5350,
,16,Privada,2018-12-11T00:00:00,2018-11-22T00:00:00,,,,Arts visuals,Loop Festival,,141,2018,Festivals,120000,
,2,Privada,2018-09-14T00:00:00,2018-09-21T00:00:00,,,,Audiovisuals,Lychee Film Festival,,142,2018,Festivals,1950,
,9,Privada,2018-05-10T00:00:00,2018-07-10T00:00:00,,,,Arts escèniques,Màgicus. Festival de Màgia Jove de Barcelona,,143,2018,Festivals,366,
,35,Privada,2018-06-05T00:00:00,2018-03-06T00:00:00,,,,Música,Maig Coral del Barcelonès,,144,2018,Festivals,1000,
,30,Privada,2018-12-11T00:00:00,2018-11-17T00:00:00,,,,Audiovisuals,Marató de Cinema Fantàstic i de Terror de Sants,,145,2018,Festivals,,
,18,Municipal,2018-10-31T00:00:00,2018-10-31T00:00:00,,,,Música,Marrameu - Festival Jove de Nit d'Ànimes de la Guineueta,,146,2018,Festivals,,
,11,Privada,2018-06-07T00:00:00,2018-09-15T00:00:00,,,,Audiovisuals,Mecal Air,,147,2018,Festivals,4000,
,20,Privada,2018-03-15T00:00:00,2018-02-04T00:00:00,,,,Audiovisuals,Mecal. Festival Internacional de Curtmetratges de Barcelona,,148,2018,Festivals,15000,
,1,Consorci o fundació amb presència municipal,2018-03-03T00:00:00,2018-03-03T00:00:00,,,,Multidisciplinaris i altres,MemeFest,,149,2018,Festivals,672,
,9,Municipal,2018-09-21T00:00:00,2018-09-24T00:00:00,,,,Arts escèniques,Mercè Arts de Carrer. MAC,,150,2018,Festivals,290522,
,23,Privada,2018-03-02T00:00:00,2018-02-17T00:00:00,,,,Música,Minifestival de Música i Cultura Independent de Barcelona,,151,2018,Festivals,480,
,8,Privada,2018-07-11T00:00:00,2018-10-11T00:00:00,,,,Multidisciplinaris i altres,MIRA,,152,2018,Festivals,8400,
,8,Privada,2018-01-17T00:00:00,2018-01-26T00:00:00,,,,Audiovisuals,MIRADOCS. Barcelona Mirades Documentals,,153,2018,Festivals,356,
,14,Municipal,2018-04-14T00:00:00,2018-04-15T00:00:00,,,,Lletres,Món Llibre,,154,2018,Festivals,17000,
,4,Privada,2018-03-22T00:00:00,2018-03-25T00:00:00,,,,Audiovisuals,Moritz Feed Dog,,155,2018,Festivals,,
,21,Municipal,2018-10-03T00:00:00,2018-03-24T00:00:00,,,,Audiovisuals,Mostra d'audiovisuals i fotografia de muntanya,,156,2018,Festivals,1800,
,6,Privada,2018-12-14T00:00:00,2018-12-18T00:00:00,,,,Audiovisuals,Mostra de Cinema Italià de Barcelona. MCIB,,157,2018,Festivals,,
,17,Privada,2018-02-06T00:00:00,2018-06-16T00:00:00,,,,Audiovisuals,Mostra de Curtmetratges Dr. Mabuse,,158,2018,Festivals,350,
,23,Privada,2018-08-10T00:00:00,2018-10-23T00:00:00,,,,Arts escèniques,Mostra de Teatre de Barcelona,,159,2018,Festivals,566,
,26,Privada,2018-03-19T00:00:00,2018-12-16T00:00:00,,,,Audiovisuals,Mostra Internacional de Films de Dones de Barcelona,,160,2018,Festivals,7300,
,11,Municipal,2018-05-06T00:00:00,2018-09-06T00:00:00,,,,Multidisciplinaris i altres,Mostra Sonora i Visual,,161,2018,Festivals,1982,Festival biennal.
,1,Privada,2018-10-20T00:00:00,2018-10-21T00:00:00,,,,Lletres,Moviestar Liternatura,,162,2018,Festivals,,Última edició any 2018.
,5,Privada,2018-09-20T00:00:00,2018-09-23T00:00:00,,,,Audiovisuals,Muestra de Cine Día de Brasil ,,163,2018,Festivals,500,
,9,Privada,2018-10-15T00:00:00,2018-10-20T00:00:00,,,,Lletres,Munt de Mots. Festival de Narració Oral de Barcelona,,164,2018,Festivals,2098,
,7,Municipal,2018-11-21T00:00:00,2018-01-12T00:00:00,,,,Multidisciplinaris i altres,MUSES Cicle de Dones Creadores,,165,2018,Festivals,573,
,5,Privada,2018-03-21T00:00:00,2018-03-25T00:00:00,,,,Audiovisuals,NonStop Barcelona Animació,,166,2018,Festivals,463,
,19,Privada,2018-05-11T00:00:00,2018-12-31T00:00:00,,,,Arts escèniques,Novembre Vaca,,167,2018,Festivals,,
,7,Privada,2018-10-05T00:00:00,2018-05-31T00:00:00,,,,Arts escèniques,"Noves Escenes, Noves Mirades",,168,2018,Festivals,410,
,10,Privada,2018-09-07T00:00:00,2018-07-14T00:00:00,,,,Multidisciplinaris i altres,nunOff. Festival de Creació Emergent de Barcelona,,169,2018,Festivals,1000,
,3,Privada,2018-11-06T00:00:00,2018-06-17T00:00:00,,,,Música,Off Sónar,,170,2018,Festivals,30000,
,18,Privada,2018-05-24T00:00:00,2018-05-26T00:00:00,,,,Multidisciplinaris i altres,OFFF Let's feed the future,,171,2018,Festivals,4500,
,1,Privada,2018-01-03T00:00:00,2018-08-03T00:00:00,,,,Audiovisuals,Ohlalà!,,172,2018,Festivals,2500,
,18,Privada,2018-08-03T00:00:00,2018-11-03T00:00:00,,,,Audiovisuals,OVNI,,173,2018,Festivals,3000,Festival biennal.
,2,Municipal,2018-09-10T00:00:00,2018-12-12T00:00:00,,,,Audiovisuals,Pantalla Barcelona (tardor),,174,2018,Festivals,,
,3,Privada,2018-05-04T00:00:00,2018-04-26T00:00:00,,,,Multidisciplinaris i altres,PedreraArtlab,,175,2018,Festivals,1152,
,4,Privada,2018-05-11T00:00:00,2018-11-18T00:00:00,,,,Arts visuals,Photogenic Festival,,176,2018,Festivals,2000,
,6,Privada,2018-12-05T00:00:00,2018-12-05T00:00:00,,,,Multidisciplinaris i altres,Poblenou Open Day,,177,2018,Festivals,15000,
,6,Privada,2018-11-23T00:00:00,2018-11-23T00:00:00,,,,Multidisciplinaris i altres,Poblenou Open Night,,178,2018,Festivals,15000,
,12,Privada,2018-10-26T00:00:00,2018-10-28T00:00:00,,,,Música,Primavera Club,,179,2018,Festivals,4000,Última edició any 2018.
,18,Privada,2018-05-30T00:00:00,2018-03-06T00:00:00,,,,Música,Primavera Sound,,180,2018,Festivals,220000,
,7,Consorci o fundació amb presència municipal,2018-11-05T00:00:00,2018-12-05T00:00:00,,,,Multidisciplinaris i altres,Primera Persona,,181,2018,Festivals,1306,
,1,Privada,2018-06-14T00:00:00,2018-06-17T00:00:00,,,,Lletres,Qlit,,182,2018,Festivals,300,
,3,Privada,2018-07-07T00:00:00,2018-08-25T00:00:00,,,,Arts escèniques,Riu Estiu. Festival d'Humor d'Estiu de Barcelona,,183,2018,Festivals,,
,4,Privada,2018-09-13T00:00:00,2018-09-16T00:00:00,,,,Audiovisuals,Rueda. Festival Internacional de Cinema Ciclista,,184,2018,Festivals,620,
,16,Privada,2018-06-29T00:00:00,2018-03-08T00:00:00,,,,Audiovisuals,Sala Montjuïc,,185,2018,Festivals,34209,
,6,Consorci o fundació amb presència municipal,2018-08-02T00:00:00,2018-02-25T00:00:00,,,,Arts escèniques,SÂLMON. Talents Europeus en Moviment,,186,2018,Festivals,,
,24,Privada,2018-01-11T00:00:00,2018-04-11T00:00:00,,,,Lletres,Saló del Manga de Barcelona,,187,2018,Fires,150000,
,36,Privada,2018-12-04T00:00:00,2018-04-15T00:00:00,,,,Lletres,Saló Internacional del Còmic de Barcelona,,188,2018,Fires,118000,
,15,Privada,2018-07-31T00:00:00,2018-08-31T00:00:00,,,,Música,San Miguel Mas i Mas Festival,,189,2018,Festivals,26998,
,15,Privada,2018-04-23T00:00:00,2018-04-23T00:00:00,,,,Multidisciplinaris i altres,Sant Jordi al Raval,,190,2018,Festivals,3400,
,11,Privada,2018-11-10T00:00:00,2018-10-20T00:00:00,,,,Música,Say it Loud,,191,2018,Festivals,900,
,3,Privada,2018-12-04T00:00:00,2018-04-15T00:00:00,,,,Multidisciplinaris i altres,Seco III Festival Itinerante de Música y Artes Escénicas,,192,2018,Festivals,1200,
,1,Privada,2018-02-14T00:00:00,2018-04-23T00:00:00,,,,Música,Sensual ArtMusic Festival,,193,2018,Festivals,800,
,5,Privada,2018-09-27T00:00:00,2018-09-30T00:00:00,,,,Audiovisuals,Serielizados Fest,,194,2018,Festivals,4000,
,36,Privada,2018-07-09T00:00:00,2018-09-16T00:00:00,,,,Lletres,Setmana del Llibre en Català,,195,2018,Fires,28000,
,1,Privada,2018-07-20T00:00:00,2018-07-21T00:00:00,,,,Música,Share Festival,,196,2018,Festivals,7200,
,3,Privada,2018-11-30T00:00:00,2018-02-12T00:00:00,,,,Arts escèniques,Simbiòtic Festival,,197,2018,Festivals,360,
,24,Municipal,2018-08-06T00:00:00,2018-09-06T00:00:00,,,,Música,Simbiruta. Festival Jove de la Guineueta,,198,2018,Festivals,,
,8,Privada,2018-09-06T00:00:00,2018-09-06T00:00:00,,,,Música,SIMFONIC,,199,2018,Festivals,9500,
,14,Privada,2018-03-13T00:00:00,2018-03-18T00:00:00,,,,Audiovisuals,Sólo para Cortos,,200,2018,Festivals,,Última edició any 2018.
,25,Privada,2018-06-13T00:00:00,2018-06-16T00:00:00,,,,Música,Sónar. Festival Internacional de Música Avançada i Art Multimèdia,,201,2018,Festivals,126586,
,6,Privada,2018-06-10T00:00:00,2018-06-10T00:00:00,,,,Música,Soundeat,,202,2018,Festivals,,
,25,Privada,2018-02-11T00:00:00,2018-10-11T00:00:00,,,,Audiovisuals,SUNCINE,,203,2018,Festivals,8000,
,11,Privada,2018-09-27T00:00:00,2018-09-30T00:00:00,,,,Arts visuals,Swab Barcelona. Fira Internacional d'Art Contemporani,,204,2018,Fires,15000,
,11,Privada,2018-07-23T00:00:00,2018-07-29T00:00:00,,,,Arts escèniques,Tap on Barcelona,,205,2018,Festivals,153,
,6,Privada,2018-04-05T00:00:00,2018-09-24T00:00:00,,,,Multidisciplinaris i altres,Terrats en cultura,,206,2018,Festivals,1622,
,14,Privada,2018-10-25T00:00:00,2018-10-27T00:00:00,,,,Multidisciplinaris i altres,The Influencers,,207,2018,Festivals,1650,
,5,Privada,2018-02-10T00:00:00,2018-07-10T00:00:00,,,,Multidisciplinaris i altres,Ús Barcelona,,208,2018,Festivals,28451,Última edició any 2018.
,24,Privada,2018-10-17T00:00:00,2018-10-20T00:00:00,,,,Música,Zeppelin,,209,2018,Festivals,527,
,2,Municipal,2018-06-27T00:00:00,2018-06-07T00:00:00,,,,Música,Zero3. Altaveu d'Accions Culturals,,210,2018,Festivals,422,
,13,Privada,2018-08-02T00:00:00,2018-02-18T00:00:00,,,,Audiovisuals,Zinemaldia,,211,2018,Festivals,,
,15,Municipal,2017-03-11T00:00:00,2017-11-25T00:00:00,,,,Música,(In)fusión Flamenca. Cicle de Flamenc al Besòs,Centre Cívic Besòs,1,2017,Festivals,,
,8,Privada,2017-10-21T00:00:00,2017-10-22T00:00:00,,,,Arts visuals,48H Open House BCN,Assoc. 48H Open House BCN,2,2017,Festivals,65013,
,6,Mixta,2017-03-25T00:00:00,2017-06-04T00:00:00,,,,Música,9B in Black. Festival de Música Negra de Nou Barris,"Casal de Barri Prosperitat, Casal de Joves Prosperitat i Ateneu Popular 9Barris",3,2017,Festivals,,
,1,Privada,2017-05-25T00:00:00,2017-03-06T00:00:00,,,,Arts escèniques,Africa Moment,Africa moment,4,2017,Festivals,1000,
,4,Privada,2017-02-28T00:00:00,2017-05-03T00:00:00,,,,Audiovisuals,Americana Film Fest,Assoc. Cultural per la Difusió del Cinema Nord-Americà,5,2017,Festivals,6128,
,6,Privada,2017-10-26T00:00:00,2017-10-28T00:00:00,,,,Música,AMFest,Assoc. AMF,6,2017,Festivals,1300,
,1,Privada,2017-01-13T00:00:00,2017-01-14T00:00:00,,,,Audiovisuals,Animayo,Damian Perea Producciones S.L.,7,2017,Festivals,1622,
,3,Privada,2017-05-19T00:00:00,2017-05-21T00:00:00,,,,Audiovisuals,Arqu [in] FILM,ARQ-INFAD,8,2017,Festivals,442,
,4,Privada,2017-04-05T00:00:00,2017-07-05T00:00:00,,,,Arts visuals,Art Photo BCN,Art Deal Project,9,2017,Festivals,1656,
,8,Privada,2017-04-21T00:00:00,2017-04-23T00:00:00,,,,Lletres,"Arts Libris. Fira internacional del llibre i edicions d'art, fotografia i disseny de Barcelona",Raíña Lupa Produccions,10,2017,Fires,10000,
,5,Privada,2017-02-11T00:00:00,2017-12-11T00:00:00,,,,Audiovisuals,Asian Film Festival,Casa Àsia,11,2017,Festivals,6300,
,3,Privada,2017-02-12T00:00:00,2017-03-12T00:00:00,,,,Audiovisuals,B-Anime Film Festival,Mago Experience,12,2017,Festivals,2000,
,5,Privada,2017-07-19T00:00:00,2017-07-25T00:00:00,,,,Música,Bachcelona,Fundació BZM,13,2017,Festivals,2500,
,25,Municipal,2017-09-22T00:00:00,2017-09-25T00:00:00,,,,Música,BAM. Barcelona Acció Musical,Institut de Cultura. Ajuntament de Barcelona,14,2017,Festivals,70990,
,19,Privada,2017-10-11T00:00:00,2017-12-31T00:00:00,,,,Música,Banc Sabadell Festival del Mil·lenni  (desembre),Concert Studio,15,2017,Festivals,,
,18,Privada,2017-01-01T00:00:00,2017-05-20T00:00:00,,,,Música,Banc Sabadell Festival del Mil·lenni (gener-maig),Concert Studio,16,2017,Festivals,45523,
,4,Privada,2017-07-15T00:00:00,2017-07-15T00:00:00,,,,Música,Barcelona Beach Festival,Live Nation,17,2017,Festivals,,
,7,Privada,2017-01-06T00:00:00,2017-02-07T00:00:00,,,,Arts escèniques,Barcelona Burlesque Festival,"Ociopuro, SL",18,2017,Festivals,,
,13,Privada,2017-06-25T00:00:00,2017-05-07T00:00:00,,,,Música,Barcelona Festival of Song,"Mundo Arts Spain, SLU",19,2017,Festivals,1850,
,11,Privada,2017-10-20T00:00:00,2017-10-22T00:00:00,,,,Música,Primavera Club,Primavera Sound,167,2017,Festivals,3500,
,3,Privada,2017-09-28T00:00:00,2017-01-10T00:00:00,,,,Arts visuals,Barcelona Gallery Weekend,Art Barcelona,20,2017,Festivals,,
,5,Municipal,2017-02-11T00:00:00,2017-11-22T00:00:00,,,,Lletres,Barcelona Novel·la Històrica,Institut de Cultura. Ajuntament de Barcelona,21,2017,Festivals,1559,
,20,Municipal,2017-10-05T00:00:00,2017-05-16T00:00:00,,,,Lletres,Barcelona Poesia,Institut de Cultura. Ajuntament de Barcelona,22,2017,Festivals,7580,
,5,Privada,2017-05-07T00:00:00,2017-07-07T00:00:00,,,,Audiovisuals,Barcelona Surf Film Festival ,Assoc. Marea Crítica,23,2017,Festivals,,
,14,Municipal,2017-03-03T00:00:00,2017-03-17T00:00:00,,,,Audiovisuals,Barcelona VisualSound. Festival Audiovisual de Creació Jove,Ajuntament de Barcelona,24,2017,Festivals,610,
,22,Privada,2017-01-14T00:00:00,2017-04-14T00:00:00,,,,Música,BarnaSants,Assoc. Promotora de la Fundació Autoria,25,2017,Festivals,8842,
,14,Privada,2017-10-05T00:00:00,2017-05-16T00:00:00,,,,Arts escèniques,BarriBrossa,La Seca Espai Brossa,26,2017,Festivals,322,
,12,Privada,2017-06-06T00:00:00,2017-06-14T00:00:00,,,,Arts visuals,BCN Design Week,Barcelona Centre del Disseny,27,2017,Festivals,,
,8,Municipal,2017-08-05T00:00:00,2017-12-05T00:00:00,,,,Audiovisuals,BCN Sports Film,Fundació Barcelona Olímpica,28,2017,Festivals,2024,
,12,Municipal,2017-01-26T00:00:00,2017-04-02T00:00:00,,,,Lletres,BCNegra. Trobada de Novel·la Negra de Barcelona,Institut de Cultura. Ajuntament de Barcelona,29,2017,Festivals,7875,
,4,Privada,2017-06-30T00:00:00,2017-01-07T00:00:00,,,,Música,Be Prog! My friend,Madness Live Productions,30,2017,Festivals,3315,
,15,Privada,2017-10-26T00:00:00,2017-05-11T00:00:00,,,,Audiovisuals,Beefeater In-Edit Festival,Inedit Producciones,31,2017,Festivals,,
,3,Consorci o fundació amb presència municipal,2017-11-20T00:00:00,2017-01-12T00:00:00,,,,Audiovisuals,Bibliocurts,Biblioteques de Barcelona,32,2017,Festivals,553,
,8,Municipal,2017-10-22T00:00:00,2017-10-22T00:00:00,,,,Arts visuals,Big Draw,Museu Picasso,33,2017,Festivals,12320,
,,Privada,2017-03-11T00:00:00,2017-04-11T00:00:00,,,,Música,Bis. Barcelona Indipendent Sessions,BIS. Barcelona Independent Sessions,34,2017,Festivals,,
,6,Privada,2017-11-03T00:00:00,2017-09-17T00:00:00,,,,Multidisciplinaris i altres,"Brunch-in the City, Brunch-in the Park","Ex-centris Production, S.L.",35,2017,Festivals,147881,"Fins l'any 2016, el festival es deia Brunch Electrònik."
,2,Privada,2017-07-27T00:00:00,2017-07-29T00:00:00,,,,Multidisciplinaris i altres,"Busker Rai, Festival Mediterrani d'artistes al carrer","Recursos d'Animació Intercultural, RAI",36,2017,Festivals,4125,
,2,Municipal,2017-01-21T00:00:00,2017-11-03T00:00:00,,,,Música,"Caliu, cicle de música d'hivern",Centre Cultural La Farinera del Clot,37,2017,Festivals,224,
,17,Privada,2017-05-31T00:00:00,2017-04-06T00:00:00,,,,Música,Primavera Sound,Primavera Sound,168,2017,Festivals,208400,
,5,Privada,2017-07-11T00:00:00,2017-11-19T00:00:00,,,,Audiovisuals,Choreoscope Festival Internacional de Cinema de Dansa de Barcelona,Assoc. Choreoscope,38,2017,Festivals,,
,1,Privada,2017-01-02T00:00:00,2017-03-27T00:00:00,,,,Audiovisuals,Cinema Lliure a la Biblioteca,Mago Audiovisual Production,39,2017,Festivals,360,
,6,Privada,2017-06-29T00:00:00,2017-03-08T00:00:00,,,,Audiovisuals,Cinema Lliure a la Platja,Mago Audiovisual Production,40,2017,Festivals,14000,
,4,Privada,2017-03-10T00:00:00,2017-08-10T00:00:00,,,,Audiovisuals,CineMigrante,Colectiu Cine Migrante i Fundació Guné,41,2017,Festivals,1836,
,18,Municipal,2017-09-29T00:00:00,2017-01-10T00:00:00,,,,Arts escèniques,Circorts,Ajuntament de Barcelona,42,2017,Festivals,,
,24,Privada,2017-05-19T00:00:00,2017-05-28T00:00:00,,,,Música,Ciutat Flamenco,Taller de Músics,43,2017,Festivals,2606,
,6,Privada,2017-05-10T00:00:00,2017-10-21T00:00:00,,,,Música,Connexions,Taller de Músics,44,2017,Festivals,3212,
,5,Privada,2017-06-30T00:00:00,2017-01-07T00:00:00,,,,Audiovisuals,Cortos con K Festival. Festival de Cortometrajes de Terror Fantástico,Klownsasesinos i Espiga de les Corts,45,2017,Festivals,,
,1,Privada,2017-07-04T00:00:00,2017-09-04T00:00:00,,,,Audiovisuals,Craft Film Festival Barcelona,Asociación Art Attack Acción para las Artes Visuales,46,2017,Festivals,417,
,8,Privada,2017-07-07T00:00:00,2017-09-07T00:00:00,,,,Música,Cruïlla BCN,Barcelona Events Musicals SL,47,2017,Festivals,57000,
,1,Privada,2017-12-05T00:00:00,2017-05-13T00:00:00,,,,Música,Cruïlla de primavera,.,48,2017,Festivals,,
,7,Privada,2017-04-27T00:00:00,2017-07-05T00:00:00,,,,Audiovisuals,D'A. Festival Internacional de Cinema d'Autor de Barcelona,Noucinemart,49,2017,Festivals,15000,
,7,Privada,2017-10-19T00:00:00,2017-11-23T00:00:00,,,,Arts escèniques,Dansa Ara,Fundació Catalunya - La Pedrera,50,2017,Festivals,345,
,13,Privada,2017-04-27T00:00:00,2017-01-05T00:00:00,,,,Arts escèniques,DANSAT,N54 Produccions S.L.,51,2017,Festivals,763,
,1,Privada,2017-11-30T00:00:00,2017-03-12T00:00:00,,,,Arts visuals,DART- Festival de Cinema Documental ,Assoc. Cultural Dart,52,2017,Festivals,1300,
,6,Municipal,2017-11-17T00:00:00,2017-11-26T00:00:00,,,,Multidisciplinaris i altres,DAU Barcelona,Institut de Cultura. Ajuntament de Barcelona,53,2017,Festivals,23240,
,2,Consorci o fundació amb presència municipal,2017-04-13T00:00:00,2017-04-17T00:00:00,,,,Multidisciplinaris i altres,De flor de flor ,Poble Espanyol,54,2017,Festivals,,
,3,Privada,2017-11-08T00:00:00,2017-12-08T00:00:00,,,,Música,DGTL Festival,"Excentris, DGTL Amsterdam i Proyectual",55,2017,Festivals,,
,14,Privada,2017-10-19T00:00:00,2017-10-29T00:00:00,,,,Audiovisuals,Diàspora. Mostra de Cinema Colombià,Imago Gestiona,56,2017,Festivals,2119,
,12,Privada,2017-02-17T00:00:00,2017-03-24T00:00:00,,,,Música,Divendres Corals del Barcelonès,Federació Catalana d'Entitats Corals,57,2017,Festivals,400,
,5,Privada,2017-10-19T00:00:00,2017-11-30T00:00:00,,,,Arts visuals,DOCfield. Festival de Fotografia Documental,Photographic Social Vision,58,2017,Festivals,142000,
,20,Privada,2017-05-18T00:00:00,2017-05-28T00:00:00,,,,Audiovisuals,DocsBarcelona,Planeta Med S.L.,59,2017,Festivals,12900,
,21,Privada,2017-03-11T00:00:00,2017-11-26T00:00:00,,,,Arts visuals,Drap-Art. Festival Internacional de Reciclatge Artístic de Catalunya,Drap-Art,60,2017,Festivals,10000,
,20,Privada,2017-10-26T00:00:00,2017-01-12T00:00:00,,,,Música,EH SONA! Festival de Música Basca a Barcelona,Centre Cultural Euskal Etxea Barcelona,61,2017,Festivals,,
,5,Privada,2017-12-23T00:00:00,2017-12-23T00:00:00,,,,Audiovisuals,El dia més curt. La festa del curtmetratge,Martin & Wayne,62,2017,Festivals,683,
,5,Privada,2017-02-04T00:00:00,2017-02-04T00:00:00,,,,Multidisciplinaris i altres,El Dia Minimúsica (primavera),Minimúsica ,63,2017,Festivals,4000,
,1,Privada,2017-10-02T00:00:00,2017-12-02T00:00:00,,,,Audiovisuals,El Low Cost Film Festival,.,64,2017,Festivals,,
,13,Privada,2017-11-11T00:00:00,2017-11-26T00:00:00,,,,Arts escèniques,El Més Petit de Tots,Imaginart,65,2017,Festivals,2800,
,10,Privada,2017-11-11T00:00:00,2017-11-26T00:00:00,,,,Audiovisuals,El Meu Primer Festival,Assoc. Isla Elefante Projectes Culturals,66,2017,Festivals,13109,
,12,Consorci o fundació amb presència municipal,2017-04-07T00:00:00,2017-07-20T00:00:00,,,,Música,Els vespres a la UB,Universitat de Barcelona,67,2017,Festivals,2000,
,2,Consorci o fundació amb presència municipal,2017-02-03T00:00:00,2017-03-24T00:00:00,,,,Música,Els vespres d'hivern. Concerts al Paranimf de la UB,Universitat de Barcelona,68,2017,Festivals,1500,
,9,Consorci o fundació amb presència municipal,2017-11-03T00:00:00,2017-11-03T00:00:00,,,,Música,Emergència!,CCCB,69,2017,Festivals,904,
,1,Consorci o fundació amb presència municipal,2017-04-18T00:00:00,2017-04-23T00:00:00,,,,Música,"Emergents, Barcelona Music Festival",Consorci de L'Auditori i l'Orquestra,70,2017,Festivals,5037,
,7,Municipal,2017-06-29T00:00:00,2017-07-13T00:00:00,,,,Multidisciplinaris i altres,Endorfines,Centre Cultural La Farinera del Clot + Punt d¿Informació i Atenció a les Dones de Sant Martí,71,2017,Festivals,400,
,8,Municipal,2017-04-05T00:00:00,2017-05-27T00:00:00,,,,Arts visuals,Enfocats,Centre Cívic Pati Llimona,72,2017,Festivals,,
,16,Privada,2017-10-19T00:00:00,2017-10-22T00:00:00,,,,Arts escèniques,Escena Poblenou,Assoc. Festival de Creació Contemporània Poblenou,73,2017,Festivals,4000,
,1,Privada,2017-10-26T00:00:00,2017-10-28T00:00:00,,,,Arts escèniques,Escenes de Filosofia i Teatre,La Maleta de Portbou i La Perla29,74,2017,Festivals,,
,4,Privada,2017-09-11T00:00:00,2017-11-11T00:00:00,,,,Arts visuals,European Creativity Festival,Arts Directors Club of Europe (ADCE),75,2017,Festivals,270,
,7,Privada,2017-06-27T00:00:00,2017-02-07T00:00:00,,,,Multidisciplinaris i altres,FADfest. The festival of all design,FAD,76,2017,Festivals,14000,
,24,Privada,2017-06-10T00:00:00,2017-10-28T00:00:00,,,,Arts visuals,Fem Art,Col·lectiu FemArt,77,2017,Festivals,560,
,3,Privada,2017-02-14T00:00:00,2017-03-20T00:00:00,,,,Lletres,Festival Alcools. Poesia en escena,Sala Becket i Obrador Internacional de Dramatúrgia i la Institució de les Lletres Catalanes,78,2017,Festivals,470,
,8,Privada,2017-10-31T00:00:00,2017-10-31T00:00:00,,,,Audiovisuals,Festival Antic Horror Picture Show,Antic Teatre i Guillem Puig,79,2017,Festivals,70,
,3,Privada,2017-02-17T00:00:00,2017-02-18T00:00:00,,,,Música,Festival Cara - B,Assoc. Isla Elefante Projectes Culturals,80,2017,Festivals,3500,
,12,Privada,2017-06-29T00:00:00,2017-07-22T00:00:00,,,,Multidisciplinaris i altres,Festival d'estiu LLIMONADES,.,81,2017,Festivals,,
,15,Privada,2017-05-07T00:00:00,2017-07-16T00:00:00,,,,Música,Festival de Blues de Barcelona,Assoc. Capibola Blues,82,2017,Festivals,3000,
,,Municipal,2017-05-15T00:00:00,2017-05-28T00:00:00,,,,Multidisciplinaris i altres,"Festival de Ciència, Tecnologia i Innovació",Institut de Cultura. Ajuntament de Barcelona,83,2017,Festivals,17811,En aquesta edició el festival va portar per nom 'Festival Barcelona Ciència'.
,8,Privada,2017-07-06T00:00:00,2017-11-06T00:00:00,,,,Audiovisuals,Festival de Cinema en Creative Commons de Barcelona. BccN,Assoc. Panorama 180,84,2017,Festivals,1500,
,14,Privada,2017-11-14T00:00:00,2017-11-24T00:00:00,,,,Audiovisuals,Festival de Cinema i Drets Humans de Barcelona,Drets en acció,85,2017,Festivals,,
,19,Privada,2017-12-09T00:00:00,2017-09-30T00:00:00,,,,Audiovisuals,Festival de Cinema Jueu de Barcelona,Assoc. Festival de Cinema Jueu a Barcelona,86,2017,Festivals,3100,
,15,Privada,2017-09-11T00:00:00,2017-12-11T00:00:00,,,,Multidisciplinaris i altres,Festival de Cultura Raval(s),Fundació Tot Raval,87,2017,Festivals,4750,
,1,Privada,2017-02-09T00:00:00,2017-03-09T00:00:00,,,,Música,Festival de Fado,.,88,2017,Festivals,,
